target,feature_set,model,transformed_feature,importance
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_GM/C/ NFR,0.00005241
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Goa,0.00004705
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Hindustan Petroleum Corporation Limited,0.00004532
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_South Eastern Railway [SER] - I,0.00004490
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Tezpur University,0.00004435
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__agency_National Institute of Technology, Puducherry",0.00004130
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Northern Coalfields Limited [NCL],0.00003861
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Uttar Pradesh metro rail corporation [UPMRC],0.00003844
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Department of Water Resources-PB,0.00003774
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Rajasthan, Uttar, Pradesh",0.00003637
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Bengaluru Metro Rail,0.00003497
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Indian Port Rail & Ropeway Corporation Ltd. [IPRCL],0.00003431
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__agency_Narmada and Water Resources, Water Supply and Kalpsar Department-GJ",0.00003312
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Eastern Railway [ER] - I,0.00003130
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_National Aluminium Company Limited [NALCO],0.00003124
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_National Mineral Development Corporation Limited [NMDC],0.00003032
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_PAN India,0.00002917
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Bihar, Jharkhand",0.00002851
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Northern Railways,0.00002833
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Punjab, Rajasthan",0.00002810
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_NIT Patna,0.00002660
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Maharashtra Metro Rail Corporation Limited [MMRCL],0.00002630
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Andhra Pradesh, Telangana",0.00002484
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Water Resources-KA,0.00002468
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Karnataka Rail Infrastructure Development Company Limited [K-RIDE],0.00002430
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Pradesh, Uttar, Pradesh",0.00002282
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Damodar Valley Corporation,0.00002272
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Madhya Pradesh, Rajasthan",0.00002270
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_MCL - CIL,0.00002142
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Irrigation and CAD-TG,0.00002109
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Madhya Pradesh Metro Rail Co Limited [MPMRCL],0.00002083
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Gujarat Metro Rail Corporation Limited [GMRCL],0.00002073
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Odisha, West, Bengal",0.00001951
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__agency_Department of Water Resources, River Development & GR",0.00001939
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_West Central Railway [WCR] - II,0.00001882
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Inland Waterways Authority of India [IWAI],0.00001861
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Nagaland,0.00001665
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Ministry of Railways,0.00001639
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Gas Authority of India Limited [GAIL],0.00001626
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Central Railway (CR,0.00001603
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_PMSSY AND Institute of NATIONAL Importance,0.00001393
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Madhya Pradesh, Uttar Pradesh",0.00001362
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__agency_Indian Institute of Technology, Hyderabad",0.00001351
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Northeast Frontier Railway (NFR,0.00001305
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_ECL - CIL,0.00001300
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Puducherry,0.00001299
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Madhya Pradesh,",0.00001277
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Delhi Metro Rail Corporation Limited [DMRC],0.00001075
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_CAO/C/NR,0.00001063
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Ministry of Petroleum and Natural Gas,0.00000944
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Mahanadi Coalfields Limited [MCL],0.00000805
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Madhya Pradesh, Maharashtra",0.00000693
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Railway,0.00000689
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_East Central Railway [ECR] - II,0.00000577
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_South East Central Railway,0.00000462
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Arunachal Pradesh,0.00000390
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Gujarat, Rajasthan",0.00000343
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Central Organisation for Railway Electrification [CORE],0.00000307
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_North Eastern Electric Power Corporation Limited,0.00000245
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Ladakh,0.00000189
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Assam, Nagaland",0.00000162
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Water resource-mp,0.00000143
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Mangalore Refinary and Petrochemicals Limited,0.00000132
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_CAO/C/SER,0.00000125
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_CSPCC Projects,0.00000089
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_National Highways & Infrastructure Development Corporation Ltd. [NHIDCL],0.00000083
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__agency_Metro Railway, Kolkata",0.00000078
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Rail Vikas Nigam Limited,0.00000074
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_MIS MoCoal Integration Logins,0.00000037
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_CAO/C/NCR,0.00000034
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Mumbai Port Trust [MPT],0.00000024
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Rail Land Development Authority,0.00000019
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Department of Water Resources-JH,0.00000004
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,num__progress_missing,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__sector_Construction,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__sector_Logistics Infrastructure,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__sector_Tourism, Hospitality & Wellness",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_),0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_) (Arunachal, Pradesh, Assam",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_- I) (Kerala, Tamil, Nadu",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_- II) (Arunachal, Pradesh, Assam",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_- II) (Assam, Nagaland",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_- II) (Madhya Pradesh, Maharashtra",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_244 in UT of Jammu and Kashmir on EPC Mode Pkg-1,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_545.300 Sidhra to Domel Section of NH-44,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_566.520 Domel to Katra Section Phase II-Package XVII,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Andhra Pradesh, Tamil Nadu",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Arunachal, Pradesh, Assam",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Assam, Bihar, West Bengal",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Assam, West, Bengal",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Banihal Pkg-III of Old NH-1A New NH-44,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Bengal,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Bihar, Bengal",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Bihar, Odisha, West Bengal",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Bihar, Pradesh",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Bihar, Uttar, Pradesh",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Bihar, West, Bengal",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Bound of Ramban to Banihal Pkg-I of Old NH-1A New NH-44,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Campus on Engineering, Procurement and Construction basis Delhi,",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Central University, Himachal Pradesh",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Chhattisgarh, Maharashtra",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Gujarat, Haryana, Rajasthan",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Gujarat, Madhya, Pradesh",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Gujarat, Maharashtra",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Gujarat, Pradesh",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Haryana, Himachal Pradesh",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Haryana, Punjab",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Haryana, Rajasthan",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Haryana, Uttar, Pradesh",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Haveli and Daman,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Haveli and Daman, & Diu",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Himachal Pradesh,",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Himachal, Pradesh, Punjab",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Indian Institute of Technology, Indore",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Indian Institute of Technology, Kharagpur",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Indian intitue of Management, Amritsar",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Jammu and,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Jammu and, Kashmir, Punjab",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Jharkhand, Bengal",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Jharkhand, Maharashtra, Odisha",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Jharkhand, Odisha",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Jharkhand, Uttar, Pradesh",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Karnataka, Maharashtra",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Karnataka, Nadu",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Karnataka, Tamil, Nadu",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Karnataka, Telangana",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_Kashmir,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Kashmir, Ladakh",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Kashmir, Punjab",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Kerala, Nadu",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Kerala, Tamil, Nadu",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Maharashtra,",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Maharashtra, Odisha",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Maharashtra, Telangana",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Maharashtra, Telangana, Uttar, Pradesh",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Meghalaya,",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Meghalaya, Mizoram,",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_NE, Phase 'A' in the State of Assam on EPC mode Pkg-I Road works & Toll Plaza Assam,",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_National Institute of Technology, Arunachal Pradesh",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_National Institute of Technology, Meghalaya",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Odisha, Bengal",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Odisha, West Bengal",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Part I & 6L extension of dedicated port road of NH-67 Km 18.0 to Km 19.3, Part II Andhra Pradesh,",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Port, Ship Service, Smart Solid Waste Management, Smart Public Transport System",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Pradesh, Assam",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Pradesh, Gujarat, Rajasthan",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Pradesh, Punjab",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Pradesh, Rajasthan, Uttar, Pradesh",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Pradesh, Uttarakhand",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Pradesh, West, Bengal",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Puducherry, Nadu",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Puducherry, Tamil, Nadu",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Sikkim, Bengal",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Sikkim, West, Bengal",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_State of Andhra Pradesh under Corridor Approach through Engineering, Procurement Andhra Pradesh,",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_T4 ,Single tube tunnel of Ramban to Banihal Pkg-II of Old NH-1A New NH-44",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Telangana on Engineering, Procurement and Construction EPC Basis Telangana,",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_Uttar Pradesh, West Bengal",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_[8 GW] PART A [SPV Name POWERGRID West Central Transmission Limited] (Gujarat,",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_on Engineering, Procurement & Construction EPC Basis. Uttar Pradesh,",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_residual NHDP component of Bharatmala Pariyojna,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__state_to km 31.430 near Old Tamenglong , near Barak River on EPC Mode Package-2 Manipur,",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_to km 514500],0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__state_village from Km 468100 to Km 503250],0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__ministry_Department of Sports,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_705237,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_705728,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Adani Airport Holdings Limited,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_BCCL - CIL,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Banaras Hindu University,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Bharat Coking Coal Limited [BCCL],0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_CAO/C/II/NR,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_CAO/C/SECR,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_CCL - CIL,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_CERL,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_CPM/ICF,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_CR,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Central Coalfields Limited [CCL],0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Central Public Works Department [CPWD],0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Central Railways,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Central Tribal University of Andhra Pradesh,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Central University of Gujarat,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Central University of Punjab,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__agency_Central University, Himachal Pradesh",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_CentralRailway,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Chennai Metro Rail Limited [CMRL],0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Chennai Petroleum Corporation Limited [CPCL],0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Construction NER,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Deendayal Port Trust,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Delhi University,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Department of Sports & Youth Affairs,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Department of Telecommunications,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Department of Water Resources-MH,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_GAIL Gas,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Gujarat,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__agency_Haldia Dock Complex, Syama Prasad Mookerjee Port Authority",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Hindustan Copper Limited [HCL],0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_IISC Bangalore,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_INDIAN INSTITUTE OF TECHNOLOGY PALAKKAD,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__agency_Indian Institute of Management, Jammu",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__agency_Indian Institute of Management, Sirmaur",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__agency_Indian Institute of Technology, Bhilai",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__agency_Indian Institute of Technology, Bombay",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__agency_Indian Institute of Technology, Kharagpur",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__agency_Indian Institute of Technology, Mandi",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__agency_Indian Institutes of Science Education and Research, Behrampur",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Indian Oil Corporation Limited (IOCL,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Indian Railway,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,"cat__agency_Indian intitue of Management, Amritsar",0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Irrigation & Water Resources-UP,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Irrigation-UK,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_M/S SRC company Infra Private Limited,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_MRIDC,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Ministry of Education,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Ministry of Health & Family Welfare,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Mumbai Metro Rail Corporation Limited [MMRC],0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_Mumbai Rail Vikas Corporation Ltd.[MRVC],0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_NER,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_NHAI,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_NIT Mizoram,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_NIT Nagaland,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_NIT Sikkim,0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_National Buildings Construction Corporation [NBCC],0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_National Capital Region Transport Corporation [NCRTC],0.00000000
future_schedule_later_3m,CORE_PLUS_CONDITIONAL,Random Forest,cat__agency_National Communication Academy - Finance (Erstwhile NICF,0.00000000
