report_month,sl_no,project_code,legacy_ocms_code,identifier_status,project_name,agency,ministry,sector,state,date_of_approval,start_date,original_doc,revised_doc,original_cost,revised_cost,expenditure,physical_progress,source_file,source_page,source_section,extraction_status
2025-06,72,,N24001951,ALTERNATE_IDENTIFIER,NH167AD FROM MACHERLA TO DACHEPALLI FROM KM.0.000 TO 43.659 TO 2LPS,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,01/2022,,01/2025,,403.22,,296.69,98.82,QPISR_QR_1st_2025-26.pdf,66,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,73,,N24001952,ALTERNATE_IDENTIFIER,NH 167 B KADAPA NELLORE BORDER TO CSPURAM I.E. FROM KM 58.635 TO KM 99.409,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,03/2022,,08/2025,,285.5,,204.29,95.0,QPISR_QR_1st_2025-26.pdf,67,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,74,,N24001953,ALTERNATE_IDENTIFIER,NH-30-BHADRACHALAM TO KONTA SECTION 2LPS,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,12/2021,,09/2024,,388.71,,242.09,89.6,QPISR_QR_1st_2025-26.pdf,67,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,75,,N24001954,ALTERNATE_IDENTIFIER,WIDENING TO 2LPS OF RAMPACHODAVARAM - KOYYURU SECTION OF NH516E FROM KM.43.700 TO KM 113.820,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,03/2022,,01/2025,,568.12,,350.64,91.05,QPISR_QR_1st_2025-26.pdf,67,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,76,,N24001955,ALTERNATE_IDENTIFIER,GUDIWADA TOWN 2 LANE ROB AND ROAD IMPROVEMENT OF NH165 IN REPLACEMENT OF LC NO 3ESPL3 AT KM 231.700,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,03/2022,,05/2025,,317.22,,190.9,80.0,QPISR_QR_1st_2025-26.pdf,67,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,77,,N24001956,ALTERNATE_IDENTIFIER,2LPS FROM GONDIGUDA TO ARAKU BHALLAGUDA KM 27.480 TO KM 51.772 SECTION OF NH 516E,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,08/2020,,09/2023,,296.66,,246.11,87.49,QPISR_QR_1st_2025-26.pdf,67,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,78,,N24001957,ALTERNATE_IDENTIFIER,2LPS OF KOYYURU TO CHAPRATHIPALEM SECTION OF NH 516E,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,08/2020,,07/2024,,349.29,,216.9,0.0,QPISR_QR_1st_2025-26.pdf,67,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,79,,N24001958,ALTERNATE_IDENTIFIER,2LPS OF CHAPRATHIPALEM TO LAMBASINGI SECTION OF NH 516E,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,08/2020,,10/2024,,311.22,,151.24,72.0,QPISR_QR_1st_2025-26.pdf,67,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,80,,N24001959,ALTERNATE_IDENTIFIER,4 LANE FROM KM 56.400 TO KM 120.300 FROM B.KOTHAPALLI JUNCTION TO GORANTLA OF NH 716G,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,03/2022,,09/2025,,839.98,,418.51,0.0,QPISR_QR_1st_2025-26.pdf,67,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,81,,N24001979,ALTERNATE_IDENTIFIER,4L GREENFIELD ROAD CONNECTING NORTH AND SOUTH INDUSTRIAL CLUSTER OF KHANDALERU CREEK NEAR KRISHNAPAT,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,08/2022,,09/2025,,609.43,,25.24,56.7,QPISR_QR_1st_2025-26.pdf,67,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,82,,N24001980,ALTERNATE_IDENTIFIER,4 LANING OF NH 544D FROM EXISTING KM 346.300 OF NH 44 (DESIGN CHAINAGE KM 0.000) TO KM 39.380 (DESIG,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,10/2022,,07/2025,,907.76,,388.7,84.29,QPISR_QR_1st_2025-26.pdf,68,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,83,,N24001981,ALTERNATE_IDENTIFIER,CONSTRUCTION OF SIX LANING OF NAIDUPETA JUNCTION - TURPUKANUPUR SECTION FROM KM.57+046 TO KM.91+927,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,07/2022,,10/2025,,1398.84,,58.68,19.1,QPISR_QR_1st_2025-26.pdf,68,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,84,,N24001982,ALTERNATE_IDENTIFIER,4L PS FROM KURNOOL (EXISTING KM. 5.400 OF NH-40/DESIGN KM.0.000) TO MANDLEM (EXISTING KM.38.000/DESI,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,03/2023,,10/2025,,827.39,,333.88,99.65,QPISR_QR_1st_2025-26.pdf,68,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,85,,N24001983,ALTERNATE_IDENTIFIER,4 LANING FROM EXISTING KM 39.380 (DESIGN CH. 37.000) TO KM 74.450 (DESIGN CH. 69.000) OF MUCHUKOTA ?,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,10/2022,,08/2025,,972.63,,310.77,54.96,QPISR_QR_1st_2025-26.pdf,68,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,86,,N24001984,ALTERNATE_IDENTIFIER,4L PS FROM MANDLEM (EXISTING KM. 38.000/DESIGN KM.30.600) TO ATMAKUR (EXISTING KM.73.000/DESIGN KM 6,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,03/2023,,10/2025,,887.28,,297.95,89.2,QPISR_QR_1st_2025-26.pdf,68,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,87,,N24001985,ALTERNATE_IDENTIFIER,BANGALORE CHENNAI EXPRESSWAY (PHASE- II PKG-II) FROM KM.96.000 TO KM 127.000 (BAIREDDYPALLE TO BANGAR,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,03/2021,,06/2025,,1942.94,2171.0,1736.95,64.5,QPISR_QR_1st_2025-26.pdf,68,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,88,,N24001986,ALTERNATE_IDENTIFIER,4L OF PILERU TO KALUR SECTION FROM KM 55.900 TO KM 92.800 AND KM 94.500 TO KM 95.717,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,10/2023,,04/2025,,1047.32,,301.2,93.0,QPISR_QR_1st_2025-26.pdf,68,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,89,,N24001987,ALTERNATE_IDENTIFIER,"CONSTRUCTION OF 1 NOS ROB, 2 NOS VUPS, SERVICE ROADS, PROVISION OF LIGHTING AND CONSTRUCTION OF OTHE",NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,06/2023,,12/2024,,152.05,,139.12,76.83,QPISR_QR_1st_2025-26.pdf,68,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,90,,N24001988,ALTERNATE_IDENTIFIER,6L OF CHITTOOR TO THATCHUR FROM KUMARAJAPET TO VEERA KAVERI RAJA PURAM FROM KM 43.800 TO KM 61.380 O,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,02/2021,,10/2025,,591.99,703.0,506.67,70.95,QPISR_QR_1st_2025-26.pdf,69,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,91,,N24002033,ALTERNATE_IDENTIFIER,CONSTRUCTION OF 4 LANE ACCESS CONTROLLED HIGHWAY FROM CHILLAKURU CROSS ROAD TO TURPUKANUPUR KM 0+000,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,07/2022,,12/2025,,909.47,,97.03,32.3,QPISR_QR_1st_2025-26.pdf,69,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,92,,N24002103,ALTERNATE_IDENTIFIER,COMPLETION OF BALANCE WORKS PENDING IN BIT AND PIECES (INCOMPLETE STRETCH AT 7 LOCATIONS) AND LISTED,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,09/2022,,01/2025,,166.52,,60.34,98.0,QPISR_QR_1st_2025-26.pdf,69,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,93,,N24002122,ALTERNATE_IDENTIFIER,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM NARAYANMPET (CH. 203+500) TO CHANDRASEKHARPURAM (CH. 22,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,02/2024,,02/2026,,813.66,,91.93,24.2,QPISR_QR_1st_2025-26.pdf,69,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,94,,N24002123,ALTERNATE_IDENTIFIER,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM CHANDRASEKHARAPURAM (CH. 228+000) TO POLAVARAM (CH. 260,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,02/2024,,02/2026,,1292.65,,135.27,18.96,QPISR_QR_1st_2025-26.pdf,69,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,95,,N24002124,ALTERNATE_IDENTIFIER,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM POLAVARAM (CH. 260+000) TO MARRIPUDI (CH. 285+500) OF [,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,02/2024,,02/2026,,747.29,,142.65,32.02,QPISR_QR_1st_2025-26.pdf,69,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,96,,N24002125,ALTERNATE_IDENTIFIER,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM MARRIPUDI (CH. 285+500) TO SOMAVARAPPADU (CH. 314+600),NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,02/2024,,02/2026,,976.4,,229.68,43.6,QPISR_QR_1st_2025-26.pdf,69,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,97,,N24002126,ALTERNATE_IDENTIFIER,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM SOMAVARAPPADU (CH.314.600) TO MUPPAVARAM (CH.343+240) O,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,02/2024,,02/2026,,1103.89,,133.89,15.98,QPISR_QR_1st_2025-26.pdf,69,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,98,,N24002139,ALTERNATE_IDENTIFIER,4-LANE WITH PAVED SHOULDERS FROM KM 32/0 TO KM 79/650 (DESIGN CHAINAGE KM 32+000 TO KM 78+760) PUTTA,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,03/2023,,12/2025,,1318.57,,424.42,0.0,QPISR_QR_1st_2025-26.pdf,70,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,99,,N24002140,ALTERNATE_IDENTIFIER,SOMAYAJULAPALLI ? DHONE SECTION OF NH ? 340B FROM KM.0/0 TO 56/200 [DESIGN CH. KM 0/00 TO KM 53/33],MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,04/2023,,12/2025,,629.73,,369.43,0.0,QPISR_QR_1st_2025-26.pdf,70,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,100,,N24002141,ALTERNATE_IDENTIFIER,2 LANE WITH PAVED SHOULDER CONFIGURATION FROM SEETHARAMAPURAM TO DUTTALURU SECTION OF NH-167 BG FROM,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,06/2023,,07/2025,,364.07,,227.21,100.0,QPISR_QR_1st_2025-26.pdf,70,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,101,,N24002142,ALTERNATE_IDENTIFIER,2-LANE WITH PAVED SHOULDER CONFIGURATION OF LAMBASINGI TO PADERU SECTION (KM 205+000 TO KM 253+974),MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,08/2023,,11/2025,,361.24,,63.54,0.0,QPISR_QR_1st_2025-26.pdf,70,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,102,,N24002143,ALTERNATE_IDENTIFIER,BYPASS ROAD TO ADONI TOWN CONNECTING NH-167 (HAGARI - JADCHARLA ROAD) FROM KM.62/700 TO 71/400 IN KU,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,08/2023,,02/2026,,361.24,,109.65,56.0,QPISR_QR_1st_2025-26.pdf,70,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,103,,N24002144,ALTERNATE_IDENTIFIER,VODAREVU-CHILAKALURIPET SECTION (DESIGN CHAINAGE 0+00 TO 47+000) OF NH- 167A (PACKAGE-I),MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,08/2023,,02/2026,,1064.24,,584.25,0.0,QPISR_QR_1st_2025-26.pdf,70,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,104,,N24002145,ALTERNATE_IDENTIFIER,TADIPATRI BYPASS (KM 0+000 TO KM 6+285) OF 4-LANE ON NH-67 IN ANANTAPURAMU,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,11/2023,,03/2026,,159.66,,60.51,63.5,QPISR_QR_1st_2025-26.pdf,70,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,105,,N24002146,ALTERNATE_IDENTIFIER,KURNOOL/KADAPA BORDER- JAMMALAMADUGU SECTION OF NH-167K I.E. DESIGN CH. KM 248+010 TO KM 269+900,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,11/2023,,11/2025,,292.63,,81.57,0.0,QPISR_QR_1st_2025-26.pdf,70,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,106,,N24002147,ALTERNATE_IDENTIFIER,DORNALA TO KUNTA JUNCTION FROM DESIGN CHAINAGE KM 244+000 TO 267+990 SECTION OF NH-765 (PACKAGE-2),MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,12/2022,,01/2024,,244.83,,111.65,0.0,QPISR_QR_1st_2025-26.pdf,71,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,107,,N24002148,ALTERNATE_IDENTIFIER,PADERU BYPASS (KM 0+000 TO KM 13+000) OF 2- LANE WITH PAVED SHOULDER ON NH-516E,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,03/2023,,03/2024,,244.43,,23.4,0.0,QPISR_QR_1st_2025-26.pdf,71,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,108,,N24002149,ALTERNATE_IDENTIFIER,DAVUALAPALLY TO MALLAPALEM SECTION {DESIGN CH. KM 133+922 TO KM 154+216 (EXISTING CH. KM 133+922 TO,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,01/2024,,02/2024,,393.61,,135.13,0.0,QPISR_QR_1st_2025-26.pdf,71,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,109,,N24002215,ALTERNATE_IDENTIFIER,DEVELOPMENT OF SIX LANE ACCESS CONTROLLED GREEN FIELD HIGHWAY FROM KAVULAKUNTLA (KM.196+000) TO NARA,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,02/2023,,02/2027,,1092.18,,0.14,0.0,QPISR_QR_1st_2025-26.pdf,71,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,110,,N24002217,ALTERNATE_IDENTIFIER,ACCESS CONTROLLED HIGHWAY OF 4 LANE WITH PAVED SHOULDERS FROM TN/AP BORDER (DESIGN CHAINAGE KM 61+51,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,12/2024,,12/2026,,1346.82,,37.35,8.2,QPISR_QR_1st_2025-26.pdf,71,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,111,,N24000301,ALTERNATE_IDENTIFIER,REHABILITATION AND UPGRADATION OF NH- 219 FROM KM 58-600 TO KM 140-750 IN THE STATE OF ANDHRA PRADES,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,03/2015,,10/2015,,271.45,,240.23,100.0,QPISR_QR_1st_2025-26.pdf,71,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,112,,N24000811,ALTERNATE_IDENTIFIER,CONSTRUCTION OF SIX LANING OF DEDICATED PORT ROAD TO KRISHNAPATNAM PORT (PACKAGE-I) KM 0+000 TO KM 1,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,03/2018,,12/2020,12/2022,314.43,,85.61,71.49,QPISR_QR_1st_2025-26.pdf,71,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,113,,N24000931,ALTERNATE_IDENTIFIER,REHABILITATION AND UPGRADATION OF EXISTING NH-167 FROM KM 14.900 TO KM 70.00 (DESIGN CH.14.900 TO 69,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,11/2016,,05/2017,,290.15,,205.03,90.0,QPISR_QR_1st_2025-26.pdf,71,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,114,,N24000937,ALTERNATE_IDENTIFIER,REHABILITATION AND UPGRADATION OF NEW NH-544DD FROM DESIGN CHAINAGE KM 56.00 TO 102.20 OF KALYANDURG,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,03/2018,,08/2018,,289.67,290.0,256.6,98.5,QPISR_QR_1st_2025-26.pdf,72,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,115,,N24000964,ALTERNATE_IDENTIFIER,CONSTRUCTION OF TIMMAPURAM TO GURJANAPALLE SECTION FROM KM 26.150 TO 41.161 OF NH-214(NH216)(KAKINAD,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,08/2016,,01/2017,,350.61,,390.28,98.2,QPISR_QR_1st_2025-26.pdf,72,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,116,,N24000969,ALTERNATE_IDENTIFIER,CONSTRUCTION OF 2L+PS FROM PASARLAPUDI-DHINDI (105/700 TO 127.500 OF NH-214) OF NH-216,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Andhra Pradesh,01/2017,,09/2017,,263.45,,265.51,85.0,QPISR_QR_1st_2025-26.pdf,72,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,117,,N30000002,ALTERNATE_IDENTIFIER,POLAVARAM IRRIGATION PROJECT,PPA,,WATER RESOURCES,Andhra Pradesh,02/2009,,03/2020,03/2027,10151.04,,23775.68,76.0,QPISR_QR_1st_2025-26.pdf,72,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,118,,N04000092,ALTERNATE_IDENTIFIER,CONSTRUCTION OF NEW GREEN FIELD AIRPORT AT HOLLONGI ITANAGAR ARUNACHAL PRADESH,AAI,,CIVIL AVIATION,Arunachal Pradesh,02/2019,,08/2022,07/2025,645.63,732.0,694.26,99.89,QPISR_QR_1st_2025-26.pdf,72,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,119,180100221,,PRIMARY_IDENTIFIER,SUBANSIRI LOWER H.E.P (8X250 MW) (NHPC),NHPC,,POWER,Arunachal Pradesh,09/2003,,09/2010,,6285.33,,24484.77,96.6,QPISR_QR_1st_2025-26.pdf,72,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,120,,N18000362,ALTERNATE_IDENTIFIER,DIBANG MULTIPURPOSE PROJECT 2880 MW ARUNACHAL PRADESH,NHPC,,POWER,Arunachal Pradesh,02/2023,,02/2032,,31876.39,,3380.24,15.81,QPISR_QR_1st_2025-26.pdf,72,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,121,,N24001297,ALTERNATE_IDENTIFIER,CONSTRUCTION OF 2 LANE ROAD OF POTIN TO PANGIN SECTION OF NH 13 FROM KM 163.59 TO KM 206.66 (PACKAGE,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Arunachal Pradesh,03/2019,,03/2027,,450.65,,398.18,95.84,QPISR_QR_1st_2025-26.pdf,72,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,122,,N24001375,ALTERNATE_IDENTIFIER,4 LANING OF ITANAGAR TO BANDARDEWA SECTION OF NH-415 FROM KM 40+430 TO KM 51+735 (PACKAGE B) ON EPC,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Arunachal Pradesh,06/2020,,03/2027,,496.47,,194.62,44.56,QPISR_QR_1st_2025-26.pdf,73,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,123,,N24001390,ALTERNATE_IDENTIFIER,JORAM ? KOLORIANG ROAD FROM EXISTING KM 50.050 TO KM 70.00 (PKG-3),NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Arunachal Pradesh,08/2020,,04/2022,08/2024,228.71,,98.86,99.52,QPISR_QR_1st_2025-26.pdf,73,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,124,,N24001391,ALTERNATE_IDENTIFIER,JORAM ? KOLORIANG ROAD FROM EXISTING KM 70.00 TO KM 88.700 (PKG-4),NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Arunachal Pradesh,08/2020,,04/2022,02/2024,294.04,,147.13,100.0,QPISR_QR_1st_2025-26.pdf,73,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,125,,N24001393,ALTERNATE_IDENTIFIER,JORAM ? KOLORIANG ROAD FROM EXISTING KM122.600 TO KM138.00 (PKG-7),NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Arunachal Pradesh,08/2020,,04/2022,02/2024,184.88,,99.32,97.42,QPISR_QR_1st_2025-26.pdf,73,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,126,,N24002222,ALTERNATE_IDENTIFIER,HUNLI TO HAYULIANG PKG-1,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Arunachal Pradesh,02/2024,,02/2028,,1262.43,,12.12,2.76,QPISR_QR_1st_2025-26.pdf,73,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,127,,N24002223,ALTERNATE_IDENTIFIER,HUNLI TO ITHUN BRIDGE SECTION,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Arunachal Pradesh,02/2024,,01/2027,,275.5,,7.61,7.88,QPISR_QR_1st_2025-26.pdf,73,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,128,,N24002224,ALTERNATE_IDENTIFIER,PANGO TO JORGING ROAD PKG-1,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Arunachal Pradesh,01/2024,,07/2027,,898.19,,16.01,4.25,QPISR_QR_1st_2025-26.pdf,73,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,129,,N24000683,ALTERNATE_IDENTIFIER,TWO LANING OF JORAM KOLORIANG ROAD (NH 713) ON EPC BASIS FROM DESIGN KM. 138+000 TO KM. 154+036 [EX,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Arunachal Pradesh,02/2017,,11/2023,03/2024,180.57,244.1,160.46,96.62,QPISR_QR_1st_2025-26.pdf,73,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,130,,N24000946,ALTERNATE_IDENTIFIER,CONSTRUCTION OF 2-LANE ROAD WITH PAVED SHOULDERS FROM KM16.00 OF ROING- HUNLI SECTION TO KM 21.500 OF,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Arunachal Pradesh,03/2017,,03/2022,06/2025,1718.59,1718.59,742.36,73.84,QPISR_QR_1st_2025-26.pdf,73,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,131,,N24000948,ALTERNATE_IDENTIFIER,CONSTRUCTION OF 2 LANING OF EXISTING HUNLI-ANINI ROAD ON EPC BASIS FROM DESIGN KM 53.500 TO KM 92.50,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Arunachal Pradesh,09/2016,,12/2019,08/2024,568.92,568.92,508.65,100.0,QPISR_QR_1st_2025-26.pdf,74,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,132,,N24000979,ALTERNATE_IDENTIFIER,TWO-LANING OF HAYULIANG? HAWAI BYPASS ROAD ON EPC BASIS FROM DESIGN KM. 51.825 TO KM. 63.131 EXISTI,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Arunachal Pradesh,01/2017,,05/2023,05/2023,256.66,,,63.59,QPISR_QR_1st_2025-26.pdf,74,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,133,,N24001244,ALTERNATE_IDENTIFIER,CONSTRUCTION OF 2-LANING WITH HARD SHOULDERS OF ARROWA-KHUPA-HAYULIANG SECTION OF NH-113 FROM CH.68.,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Arunachal Pradesh,08/2020,,04/2022,04/2025,301.06,,205.71,100.0,QPISR_QR_1st_2025-26.pdf,74,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,134,,N24001245,ALTERNATE_IDENTIFIER,CONSTRUCTION OF 2-LANING WITH HARD SHOULDERS OF DEMWE-BRAHMAKUND SECTION OF NH-13 FROM CH.0.00 KM TO,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Arunachal Pradesh,09/2020,,05/2022,10/2022,353.9,,41.82,25.38,QPISR_QR_1st_2025-26.pdf,74,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,135,,N04000083,ALTERNATE_IDENTIFIER,CONSTRUCTION OF NEW INTEGRATED TERMINAL BUILDING AT LGBI AIRPORT GUWAHATI,AAI,,CIVIL AVIATION,Assam,12/2016,,03/2021,09/2025,1142.0,,1948.45,89.66,QPISR_QR_1st_2025-26.pdf,74,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,136,,N06000290,ALTERNATE_IDENTIFIER,TIKAK EXTENSION OCP - 0.2 MTY,CIL,,COAL,Assam,07/2022,,11/2030,,159.77,,81.45,0.0,QPISR_QR_1st_2025-26.pdf,74,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,137,,N06000291,ALTERNATE_IDENTIFIER,TIRAP OCP,CIL,,COAL,Assam,11/2022,,11/2027,,289.46,,105.59,0.0,QPISR_QR_1st_2025-26.pdf,74,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,138,,N21000027,ALTERNATE_IDENTIFIER,"ALL INDIA INSTITUTE OF MEDICAL SCIENCE AT GUWAHATI, ASSAM",HITES,,HEALTH AND FAMILY WELFARE,Assam,05/2017,,05/2021,04/2023,875.0,873.92,796.74,99.62,QPISR_QR_1st_2025-26.pdf,74,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,139,,N16000331,ALTERNATE_IDENTIFIER,DEVELOPMENT OF SURFACE FACILITIES FOR PRODUCTION AND EVACUATION OF CRUDE OIL AND NATURAL GAS FROM NA,OIL,,HEALTH AND FAMILY WELFARE,Assam,01/2018,,02/2020,06/2025,543.91,726.93,491.56,93.98,QPISR_QR_1st_2025-26.pdf,74,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,140,,N16000379,ALTERNATE_IDENTIFIER,NUMALIGARH REFINERY EXPANSION PROJECT 6 MMTPA REFINARY,NRL,,HEALTH AND FAMILY WELFARE,Assam,01/2019,,10/2024,,12366.0,,16357.82,74.92,QPISR_QR_1st_2025-26.pdf,75,Table 7: Project List: Ongoing Projects,SUCCESS
