report_month,sl_no,project_code,legacy_ocms_code,identifier_status,project_name,agency,ministry,sector,state,date_of_approval,start_date,original_doc,revised_doc,original_cost,revised_cost,expenditure,physical_progress,source_file,source_page,source_section,extraction_status
2025-06,485,,N24001536,ALTERNATE_IDENTIFIER,FOUR LANING OF JIND GOHANA GREENFIELD ALIGNMENT PACKAGE 1 IN THE STATE OF HARYANA UNDER HYBRID ANNUI,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Haryana,07/2020,,07/2022,,817.0,1605.0,986.08,99.93,QPISR_QR_1st_2025-26.pdf,114,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,486,,N24001633,ALTERNATE_IDENTIFIER,CONSTRUCTION OF FOUR LANE GREENFIELD PROJECT OF DELHI-AMRITSAR-KATRA EXPRESSWAY (PHASE-I PKG-III) F,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Haryana,12/2020,,12/2023,03/2024,1430.88,1813.91,1190.27,99.9,QPISR_QR_1st_2025-26.pdf,114,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,487,,N24001634,ALTERNATE_IDENTIFIER,CONSTRUCTION OF FOUR LANE GREENFIELD PROJECT OF DELHI-AMRITSAR-KATRA EXPRESSWAY (PHASE-I PKG-IV) FRO,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Haryana,01/2021,,12/2023,03/2024,1306.95,1564.14,949.76,99.97,QPISR_QR_1st_2025-26.pdf,114,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,488,,N24001635,ALTERNATE_IDENTIFIER,4 LANING OF JAGADHRI TAJEWALA ROAD SECTION OF NH 907 (OLD NH 73A) UNDER NH(O) (PKG 1) IN THE STATE O,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Haryana,03/2022,,02/2025,,1269.5,,176.0,53.0,QPISR_QR_1st_2025-26.pdf,114,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,489,,N24001673,ALTERNATE_IDENTIFIER,4- LANING OF ROHTAK-JIND SECTION FROM KM. 307+000 TO KM. 347+800 OF NH-71 AND CONNECTING LINK FROM K,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Haryana,03/2020,,03/2023,11/2024,510.97,,529.0,97.3,QPISR_QR_1st_2025-26.pdf,114,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,490,,N24001774,ALTERNATE_IDENTIFIER,CONSTRUCTION OF GURGAON - PATAUDI - REWARI SECTION OF NH-352W (DESIGN LENGTH 46.11 KM) AS FEEDER ROU,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Haryana,12/2020,,11/2023,,1524.03,,1105.1,67.61,QPISR_QR_1st_2025-26.pdf,114,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,491,,N24001775,ALTERNATE_IDENTIFIER,CONSTRUCTION OF PROPOSED REWARI BYPASS (DESIGN LENGTH 14.4 KM) NH-11 AS A FEEDER ROUTE IN THE STATE,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Haryana,02/2020,,01/2023,12/2024,808.31,,930.44,100.0,QPISR_QR_1st_2025-26.pdf,115,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,492,,N24001783,ALTERNATE_IDENTIFIER,CONSTRUCTION OF 8LANE EXPRESSWAY NE4 STARTING BEFORE KMP EXPRESSWAY AND ENDS AT CH. 47+000 NEAR KHAN,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Haryana,11/2018,,09/2021,,2252.75,,1223.07,99.95,QPISR_QR_1st_2025-26.pdf,115,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,493,,N24002037,ALTERNATE_IDENTIFIER,UPGRADATION OF EXISTING 4 LANE ISMAILABAD-AMBALA SECTION (KM. 0+000 TO KM 42+500) (PART OF AMBALA-KO,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Haryana,01/2023,,12/2025,,609.32,609.0,204.06,52.5,QPISR_QR_1st_2025-26.pdf,115,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,494,,N24002038,ALTERNATE_IDENTIFIER,CONSTRUCTION OF 6-LANE GREENFIELD KARNAL RING ROAD STARTING FROM NH-44 NEAR VILLAGE SHAMGARH (DESIGN,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Haryana,11/2022,,08/2025,,1691.45,1998.0,649.71,58.76,QPISR_QR_1st_2025-26.pdf,115,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,495,,N24002039,ALTERNATE_IDENTIFIER,CONSTRUCTION OF 6-LANE GREENFIELD AMBALA RING ROAD STARTING FROM JUNCTION WITH SHAMLI-AMBALA SECTION,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Haryana,02/2023,,10/2025,,1088.64,1178.0,425.85,53.55,QPISR_QR_1st_2025-26.pdf,115,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,496,,N24002040,ALTERNATE_IDENTIFIER,DEVELOPMENT OF SIX-LANE ACCESS CONTROLLED HIGHWAY FROM RANIPUR BARSI (SAHARANPUR DISTRICT) TO ADHOYA,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Haryana,04/2022,,05/2025,,1554.21,,522.92,54.0,QPISR_QR_1st_2025-26.pdf,115,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,497,,N24002041,ALTERNATE_IDENTIFIER,DEVELOPMENT OF SIX-LANE ACCESS CONTROLLED HIGHWAY FROM ADHOYA MUSALMANA (AMBALA DISTRICT) TO SADOPUR,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Haryana,04/2022,,05/2025,,1491.71,,706.26,49.7,QPISR_QR_1st_2025-26.pdf,115,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,498,,N24002042,ALTERNATE_IDENTIFIER,CONSTRUCTION OF 4-LANING OF BHIWANI HANSI ROAD SECTION OF NH 148B (DESIGN LENGTH 42.934 KM) UNDER BH,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Haryana,11/2022,,12/2025,,1322.13,,393.46,93.01,QPISR_QR_1st_2025-26.pdf,115,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,499,,N24002043,ALTERNATE_IDENTIFIER,CONSTRUCTION OF 4-LANE GREENFIELD JALBEHRA - SHAHBAD SECTION OF NH ? 152G FROM KM 0+000 TO KM 22+850,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Haryana,03/2022,,06/2025,,927.22,1173.66,504.21,83.5,QPISR_QR_1st_2025-26.pdf,116,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,500,,N24002044,ALTERNATE_IDENTIFIER,4L AMBALA - KALAAMB FROM KM. -0.800 TO KM. 33.015 OF OLD NH-72,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Haryana,06/2023,,06/2025,,629.16,,154.0,98.9,QPISR_QR_1st_2025-26.pdf,116,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,501,,N24002048,ALTERNATE_IDENTIFIER,CONSTRUCTION OF GREENFIELD CONNECTIVITY TO JEWAR INTERNATIONAL AIRPORT FROM DND FARIDABAD BALLABHGAR,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Haryana,07/2022,,06/2025,,2414.67,2898.0,1232.13,49.1,QPISR_QR_1st_2025-26.pdf,116,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,502,,N42000008,ALTERNATE_IDENTIFIER,ESTABLISHMENT OF PERMANENT CAMPUS PHASE 1 OF IIM SIRMAUR,CPWD EDUCATION,,DEPARTMENT OF HIGHER EDUCATION,Himachal Pradesh,09/2018,,06/2022,12/2024,392.51,,316.16,91.5,QPISR_QR_1st_2025-26.pdf,116,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,503,,N42000011,ALTERNATE_IDENTIFIER,CONSTRUCTION OF PERMANENT CAMPUSES OF CENTRAL UNIVERSITY OF HIMACHAL PRADESH AT DEHRA AND DHARAMSHAL,CPWD,,DEPARTMENT OF HIGHER EDUCATION,Himachal Pradesh,03/2021,,11/2024,07/2025,512.37,300.45,169.63,74.0,QPISR_QR_1st_2025-26.pdf,116,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,504,180100210,,PRIMARY_IDENTIFIER,PARBATI HEP (4X200 MW) (NHPC) II,NHPC,,POWER,Himachal Pradesh,09/2002,,09/2009,04/2025,3919.59,,12832.59,100.0,QPISR_QR_1st_2025-26.pdf,116,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,505,,N18000279,ALTERNATE_IDENTIFIER,LUHRI HYDROELECTRIC PROJECT (STAGE1),SJVN,,POWER,Himachal Pradesh,11/2020,,01/2026,,1810.56,,1732.67,51.32,QPISR_QR_1st_2025-26.pdf,116,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,506,,N18000291,ALTERNATE_IDENTIFIER,DHAULASIDH HYDROELECTRIC PROJECT (66 MW),SJVN,,POWER,Himachal Pradesh,10/2020,,11/2025,,687.97,,891.77,67.61,QPISR_QR_1st_2025-26.pdf,116,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,507,,N18000344,ALTERNATE_IDENTIFIER,SUNNI DAM HYDRO ELECTRIC PROJECT,SJVN,,POWER,Himachal Pradesh,01/2023,,04/2028,,2614.51,,948.35,29.41,QPISR_QR_1st_2025-26.pdf,116,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,508,,N22000273,ALTERNATE_IDENTIFIER,BHANUPALI-BILASPUR BERI NL,RVNL,,RAILWAYS,Himachal Pradesh,04/2008,,12/2026,,13370.29,,5369.57,0.0,QPISR_QR_1st_2025-26.pdf,117,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,509,,N24001381,ALTERNATE_IDENTIFIER,REHABILITATION AND UPGRADATION TO 2- LANE/2-LANE WITH PAVED SHOULDERS/4- LANE CONFIGURATION OF PAONTA,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,08/2020,,04/2021,,272.98,,140.69,100.0,QPISR_QR_1st_2025-26.pdf,117,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,510,,N24001382,ALTERNATE_IDENTIFIER,REHABILITATION AND UPGRADATION TO 2- LANE CONFIGURATION OF HEWNA-ASHYARI SECTION (KM 25.000 TO KM 50.,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,08/2020,,03/2021,,242.8,,100.95,94.76,QPISR_QR_1st_2025-26.pdf,117,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,511,,N24001383,ALTERNATE_IDENTIFIER,REHABILITATION AND UPGRADATION TO INTERMEDIATE LANE CONFIGURATION OF SHRI KYARI-GUMMA SECTION (KM 75,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,08/2020,,04/2021,,349.2,,239.34,100.0,QPISR_QR_1st_2025-26.pdf,117,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,512,,N24001422,ALTERNATE_IDENTIFIER,REHABILITATION AND UPGRADATION TO 2- LANE CONFIGURATION OF ASHYARI-SHRI KYARI SECTION (KM 50.000 TO K,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,02/2021,,09/2021,,345.89,,178.19,95.08,QPISR_QR_1st_2025-26.pdf,117,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,513,,N24001447,ALTERNATE_IDENTIFIER,REHABILITATION AND UPGRADATION TO 2- LANE CONFIGURATION OF HAMIRPUR- KARNOHAL SECTION (KM 141.000 TO K,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,08/2020,,12/2024,,371.93,,154.04,81.0,QPISR_QR_1st_2025-26.pdf,117,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,514,,N24001470,ALTERNATE_IDENTIFIER,REHABILITATION AND UPGRADATION TO 2- LANE CONFIGURATION OF KALWAHAN-MANDI SECTION (KM 208.950 TO KM 2,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,08/2020,,04/2025,,314.32,,49.26,51.0,QPISR_QR_1st_2025-26.pdf,117,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,515,,N24001808,ALTERNATE_IDENTIFIER,REHABILITATION AND UPGRADING FROM 2 L TO 4 L FROM BHANGBAR(NEAR RANITAL) TO KANGRA BYPASS SECTION OF,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,03/2021,,12/2024,12/2024,1322.95,1442.47,888.73,96.61,QPISR_QR_1st_2025-26.pdf,117,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,516,,N24001809,ALTERNATE_IDENTIFIER,CONVERSION OF PARTIALLY EXCAVATED ESCAPE TUNNEL TO UNIDIRECTIONAL TWO LANE TUNNEL (INCLUDING CONSTRU,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,05/2022,,03/2024,12/2024,469.95,,302.91,98.57,QPISR_QR_1st_2025-26.pdf,117,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,517,,N24001810,ALTERNATE_IDENTIFIER,4L SUNDER NAGAR BYPASS FROM KM173.900 TO KM 179.600 OF NH-21 IN THE STATE OF HP,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,02/2022,,06/2024,,190.6,,103.48,100.0,QPISR_QR_1st_2025-26.pdf,118,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,518,,N24001811,ALTERNATE_IDENTIFIER,4L OF MO - SIHUNI FROM KM. 42.00 TO KM. 51.00 OF OLD NH-20 (NEW NH-154) (PACKAGE- IB),NHAI,,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,04/2021,,06/2024,,583.93,770.0,173.6,100.0,QPISR_QR_1st_2025-26.pdf,118,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,519,,N24001812,ALTERNATE_IDENTIFIER,4L OF HP/PUNJAB BO4L OF HP/PUNJAB BORDER - MO FROM KM. 11.00 TO KM. 42.00 OF OLD NH-20 (NEW NH-154),NHAI,,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,03/2021,,05/2024,,1002.11,1361.79,190.3,46.68,QPISR_QR_1st_2025-26.pdf,118,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,520,,N24001813,ALTERNATE_IDENTIFIER,4L OF END OF PINJORE BYPASS - BADDI - NALAGARH SECTION (KM. 4.200 TO KM. 35.370) OF NH21A,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,07/2021,,09/2024,,1692.05,,942.14,21.6,QPISR_QR_1st_2025-26.pdf,118,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,521,,N24001915,ALTERNATE_IDENTIFIER,IMPROVEMENT/CONSTRUCTION OF EXISTING CLASS-5 ROAD TO NH INTERMEDIATE LANE SPECIFICATION WITH HARD SH,BRO,,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,03/2021,,06/2026,,230.54,,20.16,28.0,QPISR_QR_1st_2025-26.pdf,118,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,522,,N24001916,ALTERNATE_IDENTIFIER,IMPROVEMENT/CONSTRUCTION OF EXISTING CLASS 5 ROAD TO NH INTERMEDIATE LANE SPECIFICATION WITH HARD SH,BRO,,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,03/2021,,05/2026,,314.67,,76.05,47.0,QPISR_QR_1st_2025-26.pdf,118,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,523,,N24002049,ALTERNATE_IDENTIFIER,PKG NAME: 4L OF KATHLIGHAT TO SHAKRAL VILLAGE FROM KM 128.835 TO KM 146.300 OF NH- 5 (SHIMLA BYPASS,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,03/2022,,04/2026,,1703.48,2278.0,651.98,14.5,QPISR_QR_1st_2025-26.pdf,118,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,524,,N24002050,ALTERNATE_IDENTIFIER,REHABILITATION AND UPGRADATION TO 4L CONFIGURATION and STRENGTHENING OF SIHUNI TO RAJOL FROM KM 51.0,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,02/2022,,09/2025,,696.65,698.46,391.62,67.73,QPISR_QR_1st_2025-26.pdf,118,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,525,,N24002051,ALTERNATE_IDENTIFIER,CONSTRUCTION OF NEW 2 LANE WITH PAVED SHOULDER OF HAMIRPUR BYPASS (PACKAGE IVA) OF NH-88 (NEW NH-103,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,07/2022,,10/2025,,739.39,,347.45,81.53,QPISR_QR_1st_2025-26.pdf,119,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,526,,N24002052,ALTERNATE_IDENTIFIER,REHABILITATION AND UP-GRADATION OF EXISTING ROAD TO 2L PS FROM END OF HAMIRPUR BYPASS (NEAR CHILBAHA,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,02/2022,,04/2025,,1146.19,,940.81,71.23,QPISR_QR_1st_2025-26.pdf,119,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,527,,N24002192,ALTERNATE_IDENTIFIER,REHABILITATION AND UP-GRADATION TO 4L CONFIGURATION AND STRENGTHENING OF THANPURI TO PAROR SECTION F,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,06/2022,,12/2025,,815.69,815.69,400.63,33.56,QPISR_QR_1st_2025-26.pdf,119,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,528,,N24000232,ALTERNATE_IDENTIFIER,FOUR LANING OF KIRATPUR NEAR CHOUK SECTION (73.20 KM TO186.50 KM),NHAI,,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,11/2013,,11/2016,,1916.79,,1660.92,0.0,QPISR_QR_1st_2025-26.pdf,119,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,529,,N24000606,ALTERNATE_IDENTIFIER,TWO LANNING WITH FORMATION OF FOUR LANE OF PROPOSED SHIMLA BYPASS,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,08/2016,,09/2020,,1583.18,,,0.0,QPISR_QR_1st_2025-26.pdf,119,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,530,,N24000613,ALTERNATE_IDENTIFIER,FOUR LANNING OF NERCHOWK-PANDOH BYPASS SECTION OF NH-21(PACKAGE-I KM 190.000 TO KM 221.305) UNDER NH,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,09/2016,,07/2020,,1273.71,,1450.53,97.43,QPISR_QR_1st_2025-26.pdf,119,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,531,,N24000852,ALTERNATE_IDENTIFIER,"FOUR LANING OF SOLAN-KAITHLIGHAT SECTION OF NH-22 (NOW NH-5) FROM KM 106.139 TO KM 129.050, ON EPC M",NHAI,,ROAD TRANSPORT AND HIGHWAYS,Himachal Pradesh,03/2018,,05/2021,12/2024,478.74,,1349.59,83.0,QPISR_QR_1st_2025-26.pdf,119,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,532,,N28000154,ALTERNATE_IDENTIFIER,CONSTRUCTION OF PERMANENT CAMPUS OF CENTRAL UNIVERSITY OF HIMACHAL PRADESH AT DEHRA AND JADRANGAL (D,CPWD,,URBAN DEVELOPMENT,Himachal Pradesh,04/2022,,11/2024,,512.34,,,0.0,QPISR_QR_1st_2025-26.pdf,119,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,533,,N04000107,ALTERNATE_IDENTIFIER,JAMMU - CONSTRUCTION OF NEW CIVIL ENCLAVE,AAI,,CIVIL AVIATION,Jammu and Kashmir,07/2022,,06/2026,,861.37,,154.3,30.25,QPISR_QR_1st_2025-26.pdf,120,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,534,,N28000130,ALTERNATE_IDENTIFIER,CONSTRUCTION OF PERMANENT CAMPUS OF IIM JAMMU (PHASE 1),CPWD EDUCATION,,DEPARTMENT OF HIGHER EDUCATION,Jammu and Kashmir,03/2019,,07/2022,01/2025,424.93,,448.15,96.0,QPISR_QR_1st_2025-26.pdf,120,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,535,,N28000131,ALTERNATE_IDENTIFIER,CONSTRUCTION OF PERMANENT CAMPUS IIT JAMMU (PHASE 1C),CPWD EDUCATION,,DEPARTMENT OF HIGHER EDUCATION,Jammu and Kashmir,01/2018,,04/2023,04/2025,676.0,1144.68,54.75,100.0,QPISR_QR_1st_2025-26.pdf,120,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,536,,N28000150,ALTERNATE_IDENTIFIER,C/O AIIMS AT AWANTIPORA (KASHMIR) JAMMU AND KASHMIR,CPWD FOR HEALTH,,HEALTH AND FAMILY WELFARE,Jammu and Kashmir,03/2019,,09/2025,,1828.0,,1302.38,64.5,QPISR_QR_1st_2025-26.pdf,120,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,537,,N21000029,ALTERNATE_IDENTIFIER,"CONSTRUCTION OF AIIMS AT JAMMU VIJAYPUR, SAMBA JAMMU AND KASHMIR",CPWD FOR HEALTH,,HEALTH AND FAMILY WELFARE,Jammu and Kashmir,03/2019,,09/2023,05/2025,1404.0,1642.0,1461.68,100.0,QPISR_QR_1st_2025-26.pdf,120,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,538,,N16000500,ALTERNATE_IDENTIFIER,SETTING UP A COMMON USER PETROLEUM TERMINAL AT JAMMU FOR RE-SITEMENT OF EXISTING DEPOTS OF PSU OMCS,BPCL,,PETROLEUM,Jammu and Kashmir,04/2021,,03/2025,,676.89,,503.55,76.0,QPISR_QR_1st_2025-26.pdf,120,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,539,,N16000527,ALTERNATE_IDENTIFIER,CGD PROJECT AT JAMMU DISTRICTS,IOCL,,PETROLEUM,Jammu and Kashmir,03/2022,,03/2032,09/2034,538.0,,4.09,0.6,QPISR_QR_1st_2025-26.pdf,120,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,540,,N18000172,ALTERNATE_IDENTIFIER,PAKAL DUL HYDRO ELECTRIC PROJECT (1000 MW),CVPPPL,,PETROLEUM,Jammu and Kashmir,10/2014,,04/2020,07/2025,8112.12,,6692.58,70.0,QPISR_QR_1st_2025-26.pdf,120,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,541,,N18000278,ALTERNATE_IDENTIFIER,KIRU HYDRO ELECTRIC PROJECT,CVPPPL,,PETROLEUM,Jammu and Kashmir,03/2019,,08/2024,,4287.59,,2713.25,63.87,QPISR_QR_1st_2025-26.pdf,120,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,542,,N18000324,ALTERNATE_IDENTIFIER,RATLE HE PROJECT,NHPC,,PETROLEUM,Jammu and Kashmir,02/2021,,02/2026,,5281.94,,1011.56,23.57,QPISR_QR_1st_2025-26.pdf,121,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,543,,N18000363,ALTERNATE_IDENTIFIER,KWAR HE PROJECT,CVPPPL,,PETROLEUM,Jammu and Kashmir,05/2022,,11/2026,,4526.12,,1159.97,22.15,QPISR_QR_1st_2025-26.pdf,121,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,544,,N18000417,ALTERNATE_IDENTIFIER,TRANSMISSION SCHEME FOR EVACUATION OF POWER FROM RATLE HEP (850 MW) AND KIRU (624 MW): PART B,PGCIL,,PETROLEUM,Jammu and Kashmir,03/2025,,03/2027,,219.0,,,0.0,QPISR_QR_1st_2025-26.pdf,121,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,545,220100133,,PRIMARY_IDENTIFIER,"UDHAMPUR-SRINAGAR-BARAMULLA (NL),NR",NR,,RAILWAYS,Jammu and Kashmir,03/1995,,08/2024,12/2024,37012.0,37012.26,42328.83,100.0,QPISR_QR_1st_2025-26.pdf,121,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,546,,N24001323,ALTERNATE_IDENTIFIER,KHELLANI-KHANABAL PKG-1,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Jammu and Kashmir,03/2021,,09/2022,10/2024,486.45,,126.73,96.84,QPISR_QR_1st_2025-26.pdf,121,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,547,,N24001341,ALTERNATE_IDENTIFIER,KHELLANI-KHANABAL PKG-3,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Jammu and Kashmir,03/2021,,12/2022,10/2024,398.51,,80.64,98.36,QPISR_QR_1st_2025-26.pdf,121,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,548,,N24001394,ALTERNATE_IDENTIFIER,KHELLANI-KHANABAL PKG-2,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Jammu and Kashmir,07/2021,,02/2023,06/2025,512.43,,71.65,51.75,QPISR_QR_1st_2025-26.pdf,121,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,549,,N24001395,ALTERNATE_IDENTIFIER,KHELLANI-KHANABAL PKG-4,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Jammu and Kashmir,07/2021,,08/2023,12/2025,859.67,,196.0,44.02,QPISR_QR_1st_2025-26.pdf,121,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,550,,N24001396,ALTERNATE_IDENTIFIER,KHELLANI-KHANABAL PKG-5,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Jammu and Kashmir,07/2021,,02/2023,03/2025,497.09,,178.73,90.01,QPISR_QR_1st_2025-26.pdf,121,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,551,,N24001397,ALTERNATE_IDENTIFIER,GOHA-KHELLANI PKG-3,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Jammu and Kashmir,02/2021,,03/2023,02/2025,431.28,433.08,372.31,100.0,QPISR_QR_1st_2025-26.pdf,121,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,552,,N24001472,ALTERNATE_IDENTIFIER,BALANCE WORKS OF FOUR LANING FROM RAMBAN KM 151.00 TO BANIHAL KM 187.00 OF NH-1A (NOW NH-44) WITH VA,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Jammu and Kashmir,09/2021,,12/2023,06/2024,811.19,,848.72,99.0,QPISR_QR_1st_2025-26.pdf,122,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,553,,N24001511,ALTERNATE_IDENTIFIER,CONSTRUCTION OF FOUR LANE RINGROAD BYPASS SRINAGAR CITY,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Jammu and Kashmir,03/2021,,02/2024,10/2025,2919.96,,2334.99,70.0,QPISR_QR_1st_2025-26.pdf,122,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,554,,N24001543,ALTERNATE_IDENTIFIER,FOUR LANING OF JAMMU-AKHNOOR PKG-1,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,Jammu and Kashmir,07/2022,,01/2025,,245.34,,57.2,40.95,QPISR_QR_1st_2025-26.pdf,122,Table 7: Project List: Ongoing Projects,SUCCESS
2025-06,555,,N24001550,ALTERNATE_IDENTIFIER,DELHI-AMRITSAR-KATRA EXPRESSWAY (PHASE-II PKG-XVI) EXISTING JAKH (VIJAYPUR)- KUNJWANI SECTION OF NH-4,NHAI,,ROAD TRANSPORT AND HIGHWAYS,Jammu and Kashmir,09/2021,,09/2024,12/2025,1821.72,1917.32,1005.37,83.71,QPISR_QR_1st_2025-26.pdf,122,Table 7: Project List: Ongoing Projects,SUCCESS
