project_code,identity_key,prediction_month,state,sector,ministry,agency,project_age_months,progress_current,expenditure_current,original_cost_current,revised_cost_current,effective_target_months_from_cutoff,progress_change_1m,progress_change_3m,progress_velocity_3m,progress_acceleration_3m,expenditure_change_1m,expenditure_change_3m,expenditure_velocity_3m,cost_revision_count_to_date,last_cost_revision_pct,months_since_cost_revision,schedule_revision_count_to_date,months_since_schedule_revision,months_since_material_progress_change,expenditure_to_original_cost,expenditure_to_revised_cost,cost_revision_pct_current,months_observed,months_since_first_observation,revised_cost_missing,progress_missing,future_schedule_later_3m
618292,P:618292,2026-02,Nagaland,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,64.000000,69.000000,172.100000,277.440000,277.440000,-25.000000,2.000000,,,-65.000000,0.010000,,,0,,,0,,0.000000,0.620314,0.620314,0.000000,3,2,0,0,1
618292,P:618292,2026-03,Nagaland,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,65.000000,69.570000,192.450000,277.440000,277.440000,3.000000,0.570000,69.570000,23.190000,-1.430000,20.350000,192.450000,64.150000,0,,,1,0.000000,1.000000,0.693663,0.693663,0.000000,4,3,0,0,1
618292,P:618292,2026-04,Nagaland,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,66.000000,69.820000,192.450000,277.440000,277.440000,2.000000,0.250000,2.820000,0.940000,-0.320000,0.000000,20.360000,6.786667,0,,,1,1.000000,2.000000,0.693663,0.693663,0.000000,5,4,0,0,1
618293,P:618293,2025-12,Nagaland,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,25.000000,20.000000,0.000000,232.290000,350.880000,11.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.510526,1,0,0,0,0
618293,P:618293,2026-01,Nagaland,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,26.000000,22.000000,0.000000,232.290000,350.880000,10.000000,2.000000,,,,0.000000,,,0,,,0,,0.000000,0.000000,0.000000,0.510526,2,1,0,0,0
618293,P:618293,2026-02,Nagaland,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,27.000000,24.000000,10.010000,232.290000,350.880000,9.000000,2.000000,,,0.000000,10.010000,,,0,,,0,,0.000000,0.043093,0.028528,0.510526,3,2,0,0,0
618293,P:618293,2026-03,Nagaland,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,28.000000,25.610000,12.480000,232.290000,350.880000,8.000000,1.610000,5.610000,1.870000,-0.390000,2.470000,12.480000,4.160000,0,,,0,,0.000000,0.053726,0.035568,0.510526,4,3,0,0,0
618293,P:618293,2026-04,Nagaland,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,29.000000,25.610000,12.480000,232.290000,350.880000,7.000000,0.000000,3.610000,1.203333,-1.610000,0.000000,12.480000,4.160000,0,,,0,,1.000000,0.053726,0.035568,0.510526,5,4,0,0,0
618294,P:618294,2026-01,Meghalaya,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,4.000000,10.000000,20.950000,801.070000,801.070000,20.000000,,,,,,,,0,,,0,,,0.026153,0.026153,0.000000,1,0,0,0,0
618294,P:618294,2026-02,Meghalaya,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,5.000000,10.000000,38.540000,801.070000,801.070000,19.000000,0.000000,,,,17.590000,,,0,,,0,,,0.048111,0.048111,0.000000,2,1,0,0,0
618294,P:618294,2026-03,Meghalaya,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,6.000000,24.130000,64.530000,801.070000,801.070000,18.000000,14.130000,,,14.130000,25.990000,,,0,,,0,,0.000000,0.080555,0.080555,0.000000,3,2,0,0,0
618294,P:618294,2026-04,Meghalaya,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,7.000000,24.130000,64.530000,801.070000,801.070000,17.000000,0.000000,14.130000,4.710000,-14.130000,0.000000,43.580000,14.526667,0,,,0,,1.000000,0.080555,0.080555,0.000000,4,3,0,0,0
618295,P:618295,2026-01,Meghalaya,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,10.000000,13.000000,0.000000,705.830000,705.830000,14.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618295,P:618295,2026-02,Meghalaya,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,11.000000,13.000000,0.000000,705.830000,705.830000,13.000000,0.000000,,,,0.000000,,,0,,,0,,,0.000000,0.000000,0.000000,2,1,0,0,0
618295,P:618295,2026-03,Meghalaya,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,12.000000,38.750000,0.000000,705.830000,705.830000,12.000000,25.750000,,,25.750000,0.000000,,,0,,,0,,0.000000,0.000000,0.000000,0.000000,3,2,0,0,0
618295,P:618295,2026-04,Meghalaya,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,13.000000,38.750000,0.000000,705.830000,705.830000,11.000000,0.000000,25.750000,8.583333,-25.750000,0.000000,0.000000,0.000000,0,,,0,,1.000000,0.000000,0.000000,0.000000,4,3,0,0,0
618296,P:618296,2026-02,Nagaland,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,27.000000,93.000000,0.000000,330.800000,330.800000,-3.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,1
618296,P:618296,2026-03,Nagaland,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,28.000000,93.040000,0.000000,330.800000,330.800000,2.000000,0.040000,,,,0.000000,,,0,,,1,0.000000,,0.000000,0.000000,0.000000,2,1,0,0,1
618296,P:618296,2026-04,Nagaland,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,29.000000,93.040000,0.000000,330.800000,330.800000,1.000000,0.000000,,,-0.040000,0.000000,,,0,,,1,1.000000,,0.000000,0.000000,0.000000,3,2,0,0,1
618297,P:618297,2026-02,Nagaland,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,25.000000,29.000000,0.000000,355.790000,355.790000,-1.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,1
618297,P:618297,2026-03,Nagaland,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,26.000000,40.480000,0.000000,355.790000,355.790000,9.000000,11.480000,,,,0.000000,,,0,,,1,0.000000,0.000000,0.000000,0.000000,0.000000,2,1,0,0,0
618297,P:618297,2026-04,Nagaland,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,27.000000,40.880000,0.000000,355.790000,355.790000,8.000000,0.400000,,,-11.080000,0.000000,,,0,,,1,1.000000,1.000000,0.000000,0.000000,0.000000,3,2,0,0,0
618298,P:618298,2025-12,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,53.000000,78.000000,209.480000,211.700000,211.700000,-6.000000,,,,,,,,0,,,0,,,0.989513,0.989513,0.000000,1,0,0,0,1
618298,P:618298,2026-01,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,54.000000,78.000000,209.480000,211.700000,211.700000,-7.000000,0.000000,,,,0.000000,,,0,,,0,,,0.989513,0.989513,0.000000,2,1,0,0,1
618298,P:618298,2026-02,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,55.000000,81.000000,220.220000,211.700000,211.700000,-8.000000,3.000000,,,3.000000,10.740000,,,0,,,0,,0.000000,1.040246,1.040246,0.000000,3,2,0,0,1
618298,P:618298,2026-03,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,56.000000,85.640000,227.950000,211.700000,211.700000,3.000000,4.640000,7.640000,2.546667,1.640000,7.730000,18.470000,6.156667,0,,,1,0.000000,0.000000,1.076760,1.076760,0.000000,4,3,0,0,1
618298,P:618298,2026-04,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,57.000000,90.960000,227.950000,211.700000,211.700000,2.000000,5.320000,12.960000,4.320000,0.680000,0.000000,18.470000,6.156667,0,,,1,1.000000,0.000000,1.076760,1.076760,0.000000,5,4,0,0,1
618299,P:618299,2026-02,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,14.000000,47.000000,0.000000,268.980000,268.980000,4.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,1
618299,P:618299,2026-03,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,15.000000,52.660000,0.000000,268.980000,268.980000,3.000000,5.660000,,,,0.000000,,,0,,,0,,0.000000,0.000000,0.000000,0.000000,2,1,0,0,1
618299,P:618299,2026-04,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,16.000000,55.150000,0.000000,268.980000,268.980000,2.000000,2.490000,,,-3.170000,0.000000,,,0,,,0,,0.000000,0.000000,0.000000,0.000000,3,2,0,0,1
618300,P:618300,2025-12,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,62.000000,78.000000,0.000000,379.390000,379.390000,-5.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,1
618300,P:618300,2026-01,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,63.000000,83.000000,272.790000,379.390000,379.390000,-6.000000,5.000000,,,,272.790000,,,0,,,0,,0.000000,0.719023,0.719023,0.000000,2,1,0,0,1
618300,P:618300,2026-02,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,64.000000,83.000000,287.330000,379.390000,379.390000,-7.000000,0.000000,,,-5.000000,14.540000,,,0,,,0,,1.000000,0.757347,0.757347,0.000000,3,2,0,0,1
618300,P:618300,2026-03,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,65.000000,87.300000,301.890000,379.390000,379.390000,5.000000,4.300000,9.300000,3.100000,4.300000,14.560000,301.890000,100.630000,0,,,1,0.000000,0.000000,0.795725,0.795725,0.000000,4,3,0,0,0
618300,P:618300,2026-04,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,66.000000,91.310000,301.890000,379.390000,379.390000,4.000000,4.010000,8.310000,2.770000,-0.290000,0.000000,29.100000,9.700000,0,,,1,1.000000,0.000000,0.795725,0.795725,0.000000,5,4,0,0,0
618301,P:618301,2026-02,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,12.000000,40.000000,26.380000,228.970000,228.970000,6.000000,,,,,,,,0,,,0,,,0.115212,0.115212,0.000000,1,0,0,0,0
618301,P:618301,2026-03,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,13.000000,41.990000,33.760000,228.970000,228.970000,5.000000,1.990000,,,,7.380000,,,0,,,0,,0.000000,0.147443,0.147443,0.000000,2,1,0,0,0
618301,P:618301,2026-04,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,14.000000,48.160000,33.760000,228.970000,228.970000,4.000000,6.170000,,,4.180000,0.000000,,,0,,,0,,0.000000,0.147443,0.147443,0.000000,3,2,0,0,1
618302,P:618302,2025-12,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,65.000000,35.000000,0.000000,256.040000,256.040000,0.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,1
618302,P:618302,2026-01,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,66.000000,88.000000,0.000000,256.040000,256.040000,-1.000000,53.000000,,,,0.000000,,,0,,,0,,0.000000,0.000000,0.000000,0.000000,2,1,0,0,1
618302,P:618302,2026-02,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,67.000000,92.000000,0.000000,256.040000,256.040000,-2.000000,4.000000,,,-49.000000,0.000000,,,0,,,0,,0.000000,0.000000,0.000000,0.000000,3,2,0,0,1
618302,P:618302,2026-03,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,68.000000,97.120000,0.000000,256.040000,256.040000,3.000000,5.120000,62.120000,20.706667,1.120000,0.000000,0.000000,0.000000,0,,,1,0.000000,0.000000,0.000000,0.000000,0.000000,4,3,0,0,1
618302,P:618302,2026-04,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,69.000000,97.120000,0.000000,256.040000,256.040000,2.000000,0.000000,9.120000,3.040000,-5.120000,0.000000,0.000000,0.000000,0,,,1,1.000000,1.000000,0.000000,0.000000,0.000000,5,4,0,0,1
618303,P:618303,2025-12,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,65.000000,37.000000,0.000000,222.770000,222.770000,-8.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,1
618303,P:618303,2026-01,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,66.000000,37.000000,0.000000,222.770000,222.770000,-9.000000,0.000000,,,,0.000000,,,0,,,0,,,0.000000,0.000000,0.000000,2,1,0,0,1
618303,P:618303,2026-02,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,67.000000,85.000000,0.000000,222.770000,222.770000,-10.000000,48.000000,,,48.000000,0.000000,,,0,,,0,,0.000000,0.000000,0.000000,0.000000,3,2,0,0,1
618303,P:618303,2026-03,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,68.000000,88.850000,0.000000,222.770000,222.770000,1.000000,3.850000,51.850000,17.283333,-44.150000,0.000000,0.000000,0.000000,0,,,1,0.000000,0.000000,0.000000,0.000000,0.000000,4,3,0,0,1
618303,P:618303,2026-04,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,69.000000,88.850000,0.000000,222.770000,222.770000,0.000000,0.000000,51.850000,17.283333,-3.850000,0.000000,0.000000,0.000000,0,,,1,1.000000,1.000000,0.000000,0.000000,0.000000,5,4,0,0,1
618304,P:618304,2026-01,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,13.000000,17.000000,119.170000,164.890000,164.890000,5.000000,,,,,,,,0,,,0,,,0.722724,0.722724,0.000000,1,0,0,0,1
618304,P:618304,2026-02,"Pariyojana, under NHO-NE Package-7 Manipur,",Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,14.000000,21.000000,123.150000,164.890000,164.890000,4.000000,4.000000,,,,3.980000,,,0,,,0,,0.000000,0.746862,0.746862,0.000000,2,1,0,0,1
618304,P:618304,2026-03,"Pariyojana, under NHO-NE Package-7 Manipur,",Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,15.000000,23.560000,125.760000,164.890000,164.890000,7.000000,2.560000,,,-1.440000,2.610000,,,0,,,1,0.000000,0.000000,0.762690,0.762690,0.000000,3,2,0,0,1
618304,P:618304,2026-04,"Pariyojana, under NHO-NE Package-7 Manipur,",Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,16.000000,23.560000,125.760000,164.890000,164.890000,6.000000,0.000000,6.560000,2.186667,-2.560000,0.000000,6.590000,2.196667,0,,,1,1.000000,1.000000,0.762690,0.762690,0.000000,4,3,0,0,1
618305,P:618305,2026-01,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,13.000000,19.000000,187.190000,554.660000,554.660000,11.000000,,,,,,,,0,,,0,,,0.337486,0.337486,0.000000,1,0,0,0,0
618305,P:618305,2026-02,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,14.000000,20.000000,193.180000,554.660000,554.660000,10.000000,1.000000,,,,5.990000,,,0,,,0,,0.000000,0.348285,0.348285,0.000000,2,1,0,0,0
618305,P:618305,2026-03,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,15.000000,22.550000,201.520000,554.660000,554.660000,9.000000,2.550000,,,1.550000,8.340000,,,0,,,0,,0.000000,0.363322,0.363322,0.000000,3,2,0,0,1
618305,P:618305,2026-04,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,16.000000,22.550000,201.520000,554.660000,554.660000,8.000000,0.000000,3.550000,1.183333,-2.550000,0.000000,14.330000,4.776667,0,,,0,,1.000000,0.363322,0.363322,0.000000,4,3,0,0,1
618306,P:618306,2026-01,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,8.000000,4.000000,0.000000,564.050000,564.050000,14.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,1
618306,P:618306,2026-02,"Pariyojana, under NHO-NE Package-5 Manipur,",Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,9.000000,11.000000,17.410000,564.050000,564.050000,13.000000,7.000000,,,,17.410000,,,0,,,0,,0.000000,0.030866,0.030866,0.000000,2,1,0,0,1
618306,P:618306,2026-03,"Pariyojana, under NHO-NE Package-5 Manipur,",Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,10.000000,14.080000,72.580000,564.050000,564.050000,14.000000,3.080000,,,-3.920000,55.170000,,,0,,,1,0.000000,0.000000,0.128677,0.128677,0.000000,3,2,0,0,1
618306,P:618306,2026-04,"Pariyojana, under NHO-NE Package-5 Manipur,",Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,11.000000,14.080000,72.580000,564.050000,564.050000,13.000000,0.000000,10.080000,3.360000,-3.080000,0.000000,72.580000,24.193333,0,,,1,1.000000,1.000000,0.128677,0.128677,0.000000,4,3,0,0,1
618308,P:618308,2026-02,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,18.000000,46.000000,0.000000,676.180000,728.970000,12.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.078071,1,0,0,0,0
618308,P:618308,2026-03,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,19.000000,57.170000,0.000000,676.180000,728.970000,11.000000,11.170000,,,,0.000000,,,0,,,0,,0.000000,0.000000,0.000000,0.078071,2,1,0,0,0
618308,P:618308,2026-04,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,20.000000,57.170000,0.000000,676.180000,728.970000,10.000000,0.000000,,,-11.170000,0.000000,,,0,,,0,,1.000000,0.000000,0.000000,0.078071,3,2,0,0,1
618309,P:618309,2026-02,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,6.000000,5.000000,0.000000,1319.550000,1319.550000,18.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618309,P:618309,2026-03,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,7.000000,14.600000,0.000000,1319.550000,1319.550000,17.000000,9.600000,,,,0.000000,,,0,,,0,,0.000000,0.000000,0.000000,0.000000,2,1,0,0,0
618309,P:618309,2026-04,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,8.000000,14.600000,0.000000,1319.550000,1319.550000,16.000000,0.000000,,,-9.600000,0.000000,,,0,,,0,,1.000000,0.000000,0.000000,0.000000,3,2,0,0,0
618310,P:618310,2026-02,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,12.000000,21.000000,0.060000,791.790000,791.790000,12.000000,,,,,,,,0,,,0,,,0.000076,0.000076,0.000000,1,0,0,0,0
618310,P:618310,2026-03,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,13.000000,33.220000,0.060000,791.790000,791.790000,11.000000,12.220000,,,,0.000000,,,0,,,0,,0.000000,0.000076,0.000076,0.000000,2,1,0,0,0
618310,P:618310,2026-04,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,14.000000,40.400000,0.060000,791.790000,791.790000,10.000000,7.180000,,,-5.040000,0.000000,,,0,,,0,,0.000000,0.000076,0.000076,0.000000,3,2,0,0,0
618311,P:618311,2026-02,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,11.000000,30.000000,0.000000,870.000000,870.000000,13.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618311,P:618311,2026-03,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,12.000000,31.340000,0.000000,870.000000,870.000000,12.000000,1.340000,,,,0.000000,,,0,,,0,,0.000000,0.000000,0.000000,0.000000,2,1,0,0,0
618311,P:618311,2026-04,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,13.000000,31.830000,0.000000,870.000000,870.000000,11.000000,0.490000,,,-0.850000,0.000000,,,0,,,0,,1.000000,0.000000,0.000000,0.000000,3,2,0,0,0
618312,P:618312,2026-02,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,10.000000,6.000000,0.000000,1258.130000,1258.130000,20.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618312,P:618312,2026-03,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,11.000000,10.910000,0.000000,1258.130000,1258.130000,19.000000,4.910000,,,,0.000000,,,0,,,0,,0.000000,0.000000,0.000000,0.000000,2,1,0,0,0
618312,P:618312,2026-04,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,12.000000,11.000000,0.000000,1258.130000,1258.130000,18.000000,0.090000,,,-4.820000,0.000000,,,0,,,0,,1.000000,0.000000,0.000000,0.000000,3,2,0,0,0
618313,P:618313,2026-02,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,5.000000,0.000000,0.000000,1181.550000,1181.550000,19.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618313,P:618313,2026-03,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,6.000000,0.000000,0.000000,1181.550000,1181.550000,18.000000,0.000000,,,,0.000000,,,0,,,0,,,0.000000,0.000000,0.000000,2,1,0,0,0
618313,P:618313,2026-04,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,7.000000,0.000000,0.000000,1181.550000,1181.550000,17.000000,0.000000,,,0.000000,0.000000,,,0,,,0,,,0.000000,0.000000,0.000000,3,2,0,0,0
618314,P:618314,2026-02,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,24.000000,79.000000,918.320000,1716.210000,1716.210000,6.000000,,,,,,,,0,,,0,,,0.535086,0.535086,0.000000,1,0,0,0,0
618314,P:618314,2026-03,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,25.000000,79.340000,918.320000,1716.210000,1716.210000,5.000000,0.340000,,,,0.000000,,,0,,,0,,,0.535086,0.535086,0.000000,2,1,0,0,0
618314,P:618314,2026-04,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,26.000000,79.340000,918.320000,1716.210000,1716.210000,4.000000,0.000000,,,-0.340000,0.000000,,,0,,,0,,,0.535086,0.535086,0.000000,3,2,0,0,1
618315,P:618315,2026-02,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,25.000000,55.000000,542.560000,1256.900000,1256.900000,5.000000,,,,,,,,0,,,0,,,0.431665,0.431665,0.000000,1,0,0,0,0
618315,P:618315,2026-03,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,26.000000,55.460000,550.910000,1256.900000,1256.900000,4.000000,0.460000,,,,8.350000,,,0,,,0,,,0.438309,0.438309,0.000000,2,1,0,0,0
618315,P:618315,2026-04,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,27.000000,55.460000,550.910000,1256.900000,1256.900000,3.000000,0.000000,,,-0.460000,0.000000,,,0,,,0,,,0.438309,0.438309,0.000000,3,2,0,0,1
618316,P:618316,2026-01,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,6.000000,0.000000,0.000000,491.390000,491.390000,12.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618316,P:618316,2026-02,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,7.000000,7.000000,31.460000,491.390000,491.390000,11.000000,7.000000,,,,31.460000,,,0,,,0,,0.000000,0.064022,0.064022,0.000000,2,1,0,0,0
618316,P:618316,2026-03,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,8.000000,17.860000,32.460000,491.390000,491.390000,9.000000,10.860000,,,3.860000,1.000000,,,0,,,1,0.000000,0.000000,0.066058,0.066058,0.000000,3,2,0,0,0
618316,P:618316,2026-04,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,9.000000,17.860000,32.460000,491.390000,491.390000,8.000000,0.000000,17.860000,5.953333,-10.860000,0.000000,32.460000,10.820000,0,,,1,1.000000,1.000000,0.066058,0.066058,0.000000,4,3,0,0,0
618317,P:618317,2026-01,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,6.000000,0.000000,0.000000,561.910000,561.910000,12.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618317,P:618317,2026-02,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,7.000000,6.000000,0.000000,561.910000,561.910000,11.000000,6.000000,,,,0.000000,,,0,,,0,,0.000000,0.000000,0.000000,0.000000,2,1,0,0,0
618317,P:618317,2026-03,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,8.000000,17.120000,0.000000,561.910000,561.910000,9.000000,11.120000,,,5.120000,0.000000,,,0,,,1,0.000000,0.000000,0.000000,0.000000,0.000000,3,2,0,0,0
618317,P:618317,2026-04,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,9.000000,17.120000,0.000000,561.910000,561.910000,8.000000,0.000000,17.120000,5.706667,-11.120000,0.000000,0.000000,0.000000,0,,,1,1.000000,1.000000,0.000000,0.000000,0.000000,4,3,0,0,0
618318,P:618318,2026-01,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,6.000000,0.000000,0.000000,720.400000,720.400000,18.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618318,P:618318,2026-02,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,7.000000,6.000000,1.030000,720.400000,720.400000,17.000000,6.000000,,,,1.030000,,,0,,,0,,0.000000,0.001430,0.001430,0.000000,2,1,0,0,0
618318,P:618318,2026-03,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,8.000000,11.860000,40.290000,720.400000,720.400000,15.000000,5.860000,,,-0.140000,39.260000,,,0,,,1,0.000000,0.000000,0.055927,0.055927,0.000000,3,2,0,0,0
618318,P:618318,2026-04,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,9.000000,11.860000,40.290000,720.400000,720.400000,14.000000,0.000000,11.860000,3.953333,-5.860000,0.000000,40.290000,13.430000,0,,,1,1.000000,1.000000,0.055927,0.055927,0.000000,4,3,0,0,0
618319,P:618319,2026-01,"Vairengte- Sairang road, Vairengte - Sairang Pkg-6 Mizoram,",Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,6.000000,0.000000,0.000000,595.650000,595.650000,12.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618319,P:618319,2026-02,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,7.000000,4.000000,14.520000,595.650000,595.650000,11.000000,4.000000,,,,14.520000,,,0,,,0,,0.000000,0.024377,0.024377,0.000000,2,1,0,0,0
618319,P:618319,2026-03,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,8.000000,6.720000,21.020000,595.650000,595.650000,9.000000,2.720000,,,-1.280000,6.500000,,,0,,,1,0.000000,0.000000,0.035289,0.035289,0.000000,3,2,0,0,0
618319,P:618319,2026-04,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,9.000000,6.720000,21.020000,595.650000,595.650000,8.000000,0.000000,6.720000,2.240000,-2.720000,0.000000,21.020000,7.006667,0,,,1,1.000000,1.000000,0.035289,0.035289,0.000000,4,3,0,0,0
618320,P:618320,2026-01,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,3.000000,0.000000,0.000000,866.320000,866.320000,33.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
