project_code,identity_key,prediction_month,state,sector,ministry,agency,project_age_months,progress_current,expenditure_current,original_cost_current,revised_cost_current,effective_target_months_from_cutoff,progress_change_1m,progress_change_3m,progress_velocity_3m,progress_acceleration_3m,expenditure_change_1m,expenditure_change_3m,expenditure_velocity_3m,cost_revision_count_to_date,last_cost_revision_pct,months_since_cost_revision,schedule_revision_count_to_date,months_since_schedule_revision,months_since_material_progress_change,expenditure_to_original_cost,expenditure_to_revised_cost,cost_revision_pct_current,months_observed,months_since_first_observation,revised_cost_missing,progress_missing,future_schedule_later_3m
618320,P:618320,2026-02,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,4.000000,0.000000,0.000000,866.320000,866.320000,32.000000,0.000000,,,,0.000000,,,0,,,0,,,0.000000,0.000000,0.000000,2,1,0,0,0
618320,P:618320,2026-03,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,5.000000,18.900000,0.000000,866.320000,866.320000,31.000000,18.900000,,,18.900000,0.000000,,,0,,,0,,0.000000,0.000000,0.000000,0.000000,3,2,0,0,0
618320,P:618320,2026-04,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,6.000000,18.900000,0.000000,866.320000,866.320000,30.000000,0.000000,18.900000,6.300000,-18.900000,0.000000,0.000000,0.000000,0,,,0,,1.000000,0.000000,0.000000,0.000000,4,3,0,0,0
618321,P:618321,2026-01,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,2.000000,0.000000,0.000000,875.790000,875.790000,34.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618321,P:618321,2026-02,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,3.000000,0.000000,0.000000,875.790000,875.790000,33.000000,0.000000,,,,0.000000,,,0,,,0,,,0.000000,0.000000,0.000000,2,1,0,0,0
618321,P:618321,2026-03,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,4.000000,13.950000,0.000000,875.790000,875.790000,32.000000,13.950000,,,13.950000,0.000000,,,0,,,0,,0.000000,0.000000,0.000000,0.000000,3,2,0,0,0
618321,P:618321,2026-04,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,5.000000,13.950000,0.000000,875.790000,875.790000,31.000000,0.000000,13.950000,4.650000,-13.950000,0.000000,0.000000,0.000000,0,,,0,,1.000000,0.000000,0.000000,0.000000,4,3,0,0,0
618323,P:618323,2026-01,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,1.000000,0.000000,0.000000,1313.280000,1313.280000,35.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618323,P:618323,2026-02,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,2.000000,0.000000,0.000000,1313.280000,1313.280000,34.000000,0.000000,,,,0.000000,,,0,,,0,,,0.000000,0.000000,0.000000,2,1,0,0,0
618323,P:618323,2026-03,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,3.000000,0.000000,0.000000,1313.280000,1313.280000,33.000000,0.000000,,,0.000000,0.000000,,,0,,,0,,,0.000000,0.000000,0.000000,3,2,0,0,0
618323,P:618323,2026-04,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,4.000000,0.000000,0.000000,1313.280000,1313.280000,32.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,0,,,0.000000,0.000000,0.000000,4,3,0,0,0
618324,P:618324,2026-01,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,3.000000,0.000000,0.000000,720.720000,720.720000,34.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618324,P:618324,2026-02,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,4.000000,0.000000,0.000000,720.720000,720.720000,33.000000,0.000000,,,,0.000000,,,0,,,0,,,0.000000,0.000000,0.000000,2,1,0,0,0
618324,P:618324,2026-03,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,5.000000,15.100000,0.000000,720.720000,720.720000,32.000000,15.100000,,,15.100000,0.000000,,,0,,,0,,0.000000,0.000000,0.000000,0.000000,3,2,0,0,0
618324,P:618324,2026-04,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,6.000000,15.100000,0.000000,720.720000,720.720000,31.000000,0.000000,15.100000,5.033333,-15.100000,0.000000,0.000000,0.000000,0,,,0,,1.000000,0.000000,0.000000,0.000000,4,3,0,0,0
618325,P:618325,2025-12,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,35.000000,0.000000,0.000000,204.100000,204.100000,0.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618325,P:618325,2026-01,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,36.000000,0.000000,0.000000,204.100000,204.100000,-1.000000,0.000000,,,,0.000000,,,0,,,0,,,0.000000,0.000000,0.000000,2,1,0,0,0
618325,P:618325,2026-02,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,37.000000,0.000000,0.000000,204.100000,204.100000,-2.000000,0.000000,,,0.000000,0.000000,,,0,,,0,,,0.000000,0.000000,0.000000,3,2,0,0,0
618325,P:618325,2026-03,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,38.000000,0.000000,0.000000,204.100000,204.100000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,0,,,0.000000,0.000000,0.000000,4,3,0,0,1
618326,P:618326,2025-12,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,25.000000,0.000000,0.000000,516.880000,516.880000,-1.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,1
618326,P:618326,2026-01,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,26.000000,92.000000,0.000000,516.880000,516.880000,-2.000000,92.000000,,,,0.000000,,,0,,,0,,0.000000,0.000000,0.000000,0.000000,2,1,0,0,1
618326,P:618326,2026-02,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,27.000000,95.000000,0.000000,516.880000,516.880000,-3.000000,3.000000,,,-89.000000,0.000000,,,0,,,0,,0.000000,0.000000,0.000000,0.000000,3,2,0,0,1
618326,P:618326,2026-03,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,28.000000,97.010000,0.000000,516.880000,516.880000,1.000000,2.010000,97.010000,32.336667,-0.990000,0.000000,0.000000,0.000000,0,,,1,0.000000,0.000000,0.000000,0.000000,0.000000,4,3,0,0,1
618326,P:618326,2026-04,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,29.000000,97.960000,0.000000,516.880000,516.880000,1.000000,0.950000,5.960000,1.986667,-1.060000,0.000000,0.000000,0.000000,0,,,2,0.000000,1.000000,0.000000,0.000000,0.000000,5,4,0,0,1
618327,P:618327,2025-12,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,41.000000,0.000000,0.000000,625.640000,625.640000,-9.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618327,P:618327,2026-01,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,42.000000,0.000000,0.000000,625.640000,625.640000,-10.000000,0.000000,,,,0.000000,,,0,,,0,,,0.000000,0.000000,0.000000,2,1,0,0,0
618327,P:618327,2026-02,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,43.000000,0.000000,0.000000,625.640000,625.640000,-11.000000,0.000000,,,0.000000,0.000000,,,0,,,0,,,0.000000,0.000000,0.000000,3,2,0,0,0
618328,P:618328,2026-02,Nagaland,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,29.000000,82.000000,119.710000,562.980000,794.750000,-5.000000,,,,,,,,0,,,0,,,0.212636,0.150626,0.411684,1,0,0,0,0
618328,P:618328,2026-03,Nagaland,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,30.000000,82.590000,119.710000,562.980000,794.750000,-6.000000,0.590000,,,,0.000000,,,0,,,0,,,0.212636,0.150626,0.411684,2,1,0,0,1
618328,P:618328,2026-04,Nagaland,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,31.000000,82.590000,119.710000,562.980000,794.750000,-7.000000,0.000000,,,-0.590000,0.000000,,,0,,,0,,,0.212636,0.150626,0.411684,3,2,0,0,1
618329,P:618329,2026-02,Nagaland,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,101.000000,0.000000,0.000000,819.390000,819.390000,-36.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618330,P:618330,2026-02,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,75.000000,100.000000,647.210000,511.020000,511.020000,-18.000000,,,,,,,,0,,,0,,,1.266506,1.266506,0.000000,1,0,0,0,1
618331,P:618331,2026-02,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,13.000000,36.000000,149.350000,957.950000,957.950000,23.000000,,,,,,,,0,,,0,,,0.155906,0.155906,0.000000,1,0,0,0,0
618331,P:618331,2026-03,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,14.000000,36.560000,149.510000,957.950000,957.950000,22.000000,0.560000,,,,0.160000,,,0,,,0,,,0.156073,0.156073,0.000000,2,1,0,0,0
618331,P:618331,2026-04,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,15.000000,36.560000,149.510000,957.950000,957.950000,21.000000,0.000000,,,-0.560000,0.000000,,,0,,,0,,,0.156073,0.156073,0.000000,3,2,0,0,0
618333,P:618333,2025-12,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,24.000000,75.000000,365.340000,760.160000,760.160000,0.000000,,,,,,,,0,,,0,,,0.480609,0.480609,0.000000,1,0,0,0,1
618333,P:618333,2026-01,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,25.000000,83.000000,365.340000,760.160000,760.160000,-1.000000,8.000000,,,,0.000000,,,0,,,0,,0.000000,0.480609,0.480609,0.000000,2,1,0,0,1
618333,P:618333,2026-02,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,26.000000,85.000000,392.840000,760.160000,760.160000,-2.000000,2.000000,,,-6.000000,27.500000,,,0,,,0,,0.000000,0.516786,0.516786,0.000000,3,2,0,0,1
618333,P:618333,2026-03,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,27.000000,90.200000,414.380000,760.160000,760.160000,3.000000,5.200000,15.200000,5.066667,3.200000,21.540000,49.040000,16.346667,0,,,1,0.000000,0.000000,0.545122,0.545122,0.000000,4,3,0,0,1
618333,P:618333,2026-04,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,28.000000,90.520000,414.380000,760.160000,760.160000,2.000000,0.320000,7.520000,2.506667,-4.880000,0.000000,49.040000,16.346667,0,,,1,1.000000,1.000000,0.545122,0.545122,0.000000,5,4,0,0,1
618334,P:618334,2025-12,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,34.000000,0.000000,269.890000,504.760000,504.760000,-7.000000,,,,,,,,0,,,0,,,0.534690,0.534690,0.000000,1,0,0,0,1
618334,P:618334,2026-01,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,35.000000,87.000000,269.890000,504.760000,504.760000,-8.000000,87.000000,,,,0.000000,,,0,,,0,,0.000000,0.534690,0.534690,0.000000,2,1,0,0,1
618334,P:618334,2026-02,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,36.000000,91.000000,293.620000,504.760000,504.760000,-9.000000,4.000000,,,-83.000000,23.730000,,,0,,,0,,0.000000,0.581702,0.581702,0.000000,3,2,0,0,1
618334,P:618334,2026-03,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,37.000000,95.000000,308.060000,504.760000,504.760000,2.000000,4.000000,95.000000,31.666667,0.000000,14.440000,38.170000,12.723333,0,,,1,0.000000,0.000000,0.610310,0.610310,0.000000,4,3,0,0,1
618334,P:618334,2026-04,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,38.000000,95.000000,308.060000,504.760000,504.760000,1.000000,0.000000,8.000000,2.666667,-4.000000,0.000000,38.170000,12.723333,0,,,1,1.000000,1.000000,0.610310,0.610310,0.000000,5,4,0,0,1
618335,P:618335,2025-12,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,37.000000,80.000000,309.930000,410.680000,410.680000,2.000000,,,,,,,,0,,,0,,,0.754675,0.754675,0.000000,1,0,0,0,1
618335,P:618335,2026-01,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,38.000000,82.000000,309.930000,410.680000,410.680000,1.000000,2.000000,,,,0.000000,,,0,,,0,,0.000000,0.754675,0.754675,0.000000,2,1,0,0,1
618335,P:618335,2026-02,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,39.000000,86.000000,330.320000,410.680000,410.680000,0.000000,4.000000,,,2.000000,20.390000,,,0,,,0,,0.000000,0.804325,0.804325,0.000000,3,2,0,0,1
618335,P:618335,2026-03,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,40.000000,87.950000,339.140000,410.680000,410.680000,3.000000,1.950000,7.950000,2.650000,-2.050000,8.820000,29.210000,9.736667,0,,,1,0.000000,0.000000,0.825801,0.825801,0.000000,4,3,0,0,1
618335,P:618335,2026-04,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,41.000000,89.950000,339.140000,410.680000,410.680000,2.000000,2.000000,7.950000,2.650000,0.050000,0.000000,29.210000,9.736667,0,,,1,1.000000,0.000000,0.825801,0.825801,0.000000,5,4,0,0,1
618336,P:618336,2025-12,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,42.000000,79.000000,355.940000,579.630000,579.630000,-4.000000,,,,,,,,0,,,0,,,0.614081,0.614081,0.000000,1,0,0,0,1
618336,P:618336,2026-01,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,43.000000,79.000000,355.940000,579.630000,579.630000,-5.000000,0.000000,,,,0.000000,,,0,,,0,,,0.614081,0.614081,0.000000,2,1,0,0,1
618336,P:618336,2026-02,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,44.000000,82.000000,369.630000,579.630000,579.630000,-6.000000,3.000000,,,3.000000,13.690000,,,0,,,0,,0.000000,0.637700,0.637700,0.000000,3,2,0,0,1
618336,P:618336,2026-03,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,45.000000,83.980000,377.130000,579.630000,579.630000,4.000000,1.980000,4.980000,1.660000,-1.020000,7.500000,21.190000,7.063333,0,,,1,0.000000,0.000000,0.650639,0.650639,0.000000,4,3,0,0,0
618336,P:618336,2026-04,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,46.000000,84.860000,377.130000,579.630000,579.630000,3.000000,0.880000,5.860000,1.953333,-1.100000,0.000000,21.190000,7.063333,0,,,1,1.000000,1.000000,0.650639,0.650639,0.000000,5,4,0,0,1
618337,P:618337,2025-12,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,51.000000,82.000000,552.200000,467.000000,467.000000,-5.000000,,,,,,,,0,,,0,,,1.182441,1.182441,0.000000,1,0,0,0,1
618337,P:618337,2026-01,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,52.000000,82.000000,552.200000,467.000000,467.000000,-6.000000,0.000000,,,,0.000000,,,0,,,0,,,1.182441,1.182441,0.000000,2,1,0,0,1
618337,P:618337,2026-02,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,53.000000,86.000000,565.780000,467.000000,467.000000,-7.000000,4.000000,,,4.000000,13.580000,,,0,,,0,,0.000000,1.211520,1.211520,0.000000,3,2,0,0,1
618337,P:618337,2026-03,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,54.000000,86.330000,568.720000,467.000000,467.000000,0.000000,0.330000,4.330000,1.443333,-3.670000,2.940000,16.520000,5.506667,0,,,1,0.000000,1.000000,1.217816,1.217816,0.000000,4,3,0,0,0
618337,P:618337,2026-04,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,55.000000,86.330000,568.720000,467.000000,467.000000,-1.000000,0.000000,4.330000,1.443333,-0.330000,0.000000,16.520000,5.506667,0,,,1,1.000000,2.000000,1.217816,1.217816,0.000000,5,4,0,0,0
618338,P:618338,2026-01,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,10.000000,55.000000,0.000000,195.140000,195.140000,2.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,1
618338,P:618338,2026-02,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,11.000000,69.000000,0.000000,195.140000,195.140000,1.000000,14.000000,,,,0.000000,,,0,,,0,,0.000000,0.000000,0.000000,0.000000,2,1,0,0,1
618338,P:618338,2026-03,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,12.000000,76.180000,0.000000,195.140000,195.140000,2.000000,7.180000,,,-6.820000,0.000000,,,0,,,1,0.000000,0.000000,0.000000,0.000000,0.000000,3,2,0,0,1
618338,P:618338,2026-04,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,13.000000,76.180000,0.000000,195.140000,195.140000,1.000000,0.000000,21.180000,7.060000,-7.180000,0.000000,0.000000,0.000000,0,,,1,1.000000,1.000000,0.000000,0.000000,0.000000,4,3,0,0,1
618339,P:618339,2026-02,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,26.000000,20.000000,0.000000,356.650000,356.650000,10.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618339,P:618339,2026-03,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,27.000000,20.450000,0.000000,356.650000,356.650000,9.000000,0.450000,,,,0.000000,,,0,,,0,,,0.000000,0.000000,0.000000,2,1,0,0,0
618340,P:618340,2026-02,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,33.000000,80.000000,210.940000,458.590000,458.590000,-9.000000,,,,,,,,0,,,0,,,0.459975,0.459975,0.000000,1,0,0,0,1
618340,P:618340,2026-03,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,34.000000,83.290000,217.200000,458.590000,458.590000,2.000000,3.290000,,,,6.260000,,,0,,,1,0.000000,0.000000,0.473626,0.473626,0.000000,2,1,0,0,1
618340,P:618340,2026-04,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,35.000000,83.390000,217.200000,458.590000,458.590000,3.000000,0.100000,,,-3.190000,0.000000,,,0,,,2,0.000000,1.000000,0.473626,0.473626,0.000000,3,2,0,0,1
618341,P:618341,2025-12,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,27.000000,64.000000,0.000000,523.780000,523.780000,6.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618341,P:618341,2026-01,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,28.000000,95.000000,394.290000,523.780000,523.780000,5.000000,31.000000,,,,394.290000,,,0,,,0,,0.000000,0.752778,0.752778,0.000000,2,1,0,0,0
618341,P:618341,2026-02,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,29.000000,95.000000,394.290000,523.780000,523.780000,4.000000,0.000000,,,-31.000000,0.000000,,,0,,,0,,1.000000,0.752778,0.752778,0.000000,3,2,0,0,0
618342,P:618342,2025-12,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,65.000000,0.000000,0.000000,206.900000,206.900000,-18.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618342,P:618342,2026-01,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,66.000000,0.000000,0.000000,206.900000,206.900000,-19.000000,0.000000,,,,0.000000,,,0,,,0,,,0.000000,0.000000,0.000000,2,1,0,0,0
618342,P:618342,2026-02,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,67.000000,0.000000,0.000000,206.900000,206.900000,-20.000000,0.000000,,,0.000000,0.000000,,,0,,,0,,,0.000000,0.000000,0.000000,3,2,0,0,0
618343,P:618343,2025-12,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,65.000000,0.000000,0.000000,292.230000,292.230000,-12.000000,,,,,,,,0,,,0,,,0.000000,0.000000,0.000000,1,0,0,0,0
618343,P:618343,2026-01,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,66.000000,0.000000,0.000000,292.230000,292.230000,-13.000000,0.000000,,,,0.000000,,,0,,,0,,,0.000000,0.000000,0.000000,2,1,0,0,0
618343,P:618343,2026-02,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,67.000000,0.000000,0.000000,292.230000,292.230000,-14.000000,0.000000,,,0.000000,0.000000,,,0,,,0,,,0.000000,0.000000,0.000000,3,2,0,0,0
618344,P:618344,2025-12,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,52.000000,50.000000,480.590000,673.270000,673.270000,-8.000000,,,,,,,,0,,,0,,,0.713815,0.713815,0.000000,1,0,0,0,1
618344,P:618344,2026-01,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,53.000000,81.000000,480.590000,673.270000,673.270000,-9.000000,31.000000,,,,0.000000,,,0,,,0,,0.000000,0.713815,0.713815,0.000000,2,1,0,0,1
618344,P:618344,2026-03,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,55.000000,82.930000,500.960000,673.270000,673.270000,9.000000,,32.930000,10.976667,,,20.370000,6.790000,0,,,1,0.000000,2.000000,0.744070,0.744070,0.000000,3,3,0,0,0
618344,P:618344,2026-04,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,56.000000,82.930000,500.960000,673.270000,673.270000,8.000000,0.000000,1.930000,0.643333,,0.000000,20.370000,6.790000,0,,,1,1.000000,3.000000,0.744070,0.744070,0.000000,4,4,0,0,0
618345,P:618345,2025-12,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,64.000000,64.000000,168.230000,365.530000,365.530000,-34.000000,,,,,,,,0,,,0,,,0.460236,0.460236,0.000000,1,0,0,0,1
618345,P:618345,2026-01,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,65.000000,83.000000,168.230000,365.530000,365.530000,-35.000000,19.000000,,,,0.000000,,,0,,,0,,0.000000,0.460236,0.460236,0.000000,2,1,0,0,1
618345,P:618345,2026-03,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,67.000000,85.090000,187.390000,365.530000,365.530000,2.000000,,21.090000,7.030000,,,19.160000,6.386667,0,,,1,0.000000,2.000000,0.512653,0.512653,0.000000,3,3,0,0,1
618345,P:618345,2026-04,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,68.000000,85.090000,187.390000,365.530000,365.530000,1.000000,0.000000,2.090000,0.696667,,0.000000,19.160000,6.386667,0,,,1,1.000000,3.000000,0.512653,0.512653,0.000000,4,4,0,0,1
618346,P:618346,2025-12,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,65.000000,81.000000,127.150000,232.990000,232.990000,-34.000000,,,,,,,,0,,,0,,,0.545732,0.545732,0.000000,1,0,0,0,1
618346,P:618346,2026-01,Manipur,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,66.000000,92.000000,127.150000,232.990000,232.990000,-35.000000,11.000000,,,,0.000000,,,0,,,0,,0.000000,0.545732,0.545732,0.000000,2,1,0,0,1
